Thu Aug  8 13:26:36 2013		Afterlife	The Magus	White Island
Wed Aug 14 21:29:16 2013		Moebius	Nervos	Begegnungen
Wed Aug 14 21:32:38 2013		Beatsystem	Closely Tuned Drone	Em:t 2297
Wed Aug 14 21:41:58 2013		Ciamaga, Gustav	Possible Spaces No. 1	DISContact! II [Disc 1]
Wed Aug 14 21:44:23 2013		Ryuichi Sakamoto	Slat Dance	Soundbytes
Wed Aug 14 21:47:11 2013		Glen Velez	Velez Rubio	Rhythmcolor Exotica
Wed Aug 14 21:49:25 2013		Loop Guru	...Zen Bowls	The Fountains Of Paradise
Wed Aug 14 21:52:29 2013		Hans Reichel	Upper Larum	Lower Lurum
Wed Aug 14 21:56:17 2013		Robert Fripp	Interlude	1999
Wed Aug 14 22:00:31 2013		Vir Unis & Saul Stokes	Thermal Transfer	Thermal Transfer
Wed Aug 14 22:08:48 2013		Hans Joachim Roedelius	Ansinnen	Lustwandel
Wed Aug 14 22:09:31 2013		Amorphous Androgynous	Mountain Goat	A Brief History Of Ambient Volume 1 [Disc 1]
Wed Aug 14 22:13:58 2013		Michael Tilson Thomas: Steve Reich & Musicians	Reich: Music For Mallet Instruments, Voices & Electric Organ	Reich: The Four Sections, Music For Mallet Instruments, Voices & Organ
Wed Aug 14 22:30:42 2013		William Winant, Deborah Dietrich, Karen Rosenak, David Abel	Feldman: Rothko Chapel 2	Feldman: Rothko Chapel, Why Patterns?
Wed Aug 14 22:35:14 2013		Paul Dresher	Water Dreams	Dresher: Water Dreams / Other Fire / Stone, C.: Hop Ken / Wall Me Do / Demarinis: Kokole / I Want You
Wed Aug 14 22:47:22 2013		Microstoria	Quit Not Save	_Snd
Wed Aug 14 22:50:07 2013		The Future Sound Of London	Interstat	Lifeforms [Disc 2]
Wed Aug 14 22:51:04 2013		Angus Maclaurin	Secret Handshake Part I	Glass Music
Wed Aug 14 22:55:16 2013		Miasma	Settled Storm	em:t explorer [Disc 1]
Wed Aug 14 23:01:28 2013		Edgar Froese	Panorphelia	Aqua
Wed Aug 14 23:10:13 2013		Noise & Rhythm	A Filament in Strata	A Sombient Collection- The Throne Of Drones
Wed Aug 14 23:13:04 2013		Margaret Leng Tan; Dennis Russell Davies: American Composers Or	Cage: Concerto For Prepared Piano & Orchestra- Part 3	n/a
Wed Aug 14 23:17:04 2013		Christopher Franke	Electric Becomes Eclectic	A Brief History Of Ambient Volume 1 [Disc 1]
Wed Aug 14 23:20:37 2013		Staars	High Skies	360 Degrees- A Foundry Project
Wed Aug 14 23:23:46 2013		Thomas Koner	Subnival	em:t 2000 [Disc 1]
Wed Aug 14 23:28:48 2013		David Tudor	Pulsers	Three Works For Live Electronics
Wed Aug 14 23:48:48 2013		David Darling	Etude For T.O.D.	A Sombient Collection- The Throne Of Drones
Wed Aug 14 23:53:33 2013		Morton Feldman	Feldman: Voices & Cello	Only
Thu Aug 15 00:00:10 2013		CelloCosmos	MacroCosmos (Two)	CelloCosmos
Thu Aug 15 00:04:41 2013		Brian Eno/Jon Hassell	Delta Rain Dream	A Brief History Of Ambient Volume 1 [Disc 2]
Thu Aug 15 00:07:58 2013		Byzar	Purelove	Incursions In Illbient
Thu Aug 15 00:09:40 2013		Robert Fripp & The League Of The Crafty Guitarists	Circulation	Show of hands
Thu Aug 15 00:11:53 2013		Michael Brook	Earth Floor	A Brief History Of Ambient Volume 1 [Disc 2]
Thu Aug 15 00:16:19 2013		Dino Saluzzi	Remoteness: ... And The Years Went By	Andina
Thu Aug 15 00:18:56 2013		Mother Mallard	Part Eleven (1986)	The Continuing Story of Counterpoint Parts 9-12
Thu Aug 15 00:32:17 2013		Robert Fripp & Brian Eno	Terebellum	The Equatorial Stars
Thu Aug 15 00:39:51 2013		Brian Eno	Markgraph	The Shutov Assembly
Thu Aug 15 00:43:13 2013		Terry Riley	Music Of A Thousand Springs	In C- Shanghai Film Orchestra
Thu Aug 15 00:58:48 2013		Kronos Quartet	Riley: Salome Dances For Peace- The Ecstasy: Seduction Of The B	n/a
Thu Aug 15 01:01:55 2013		Michael Stearns	Voyager	Collected Thematic Works 1977-1987
Thu Aug 15 01:04:35 2013		Cluster & Eno	Schone Hande	Begegnungen
Thu Aug 15 01:07:20 2013		Warren Burt	La Strega Bianca della Luna II (The White Witch of the Moon)	Sonic Circuits VI
Thu Aug 15 01:15:42 2013		Popol Vuh	They Danced, They Loved as of The Old	70's Progressives
Thu Aug 15 01:20:06 2013		Pauline Vaillancourt	Yon Dzou Vladimir Oulinov	Ne Blamez Jamais Les Bedouins
Thu Aug 15 01:20:48 2013		Cosmic Jokers	Loving Frequencies	Planeten Sit-In
Thu Aug 15 01:24:06 2013		Towering Inferno	Part III: Juden	Kaddish
Thu Aug 15 01:24:48 2013		Chris Meloche	Extensions V [for Ionospheric Sounds, Trombone & Electronics]	DISContact II [Disc 2]
Thu Aug 15 01:27:26 2013		Artemiy Artemiev & Peter Frohmader	Zen Garden	Space Icon
Thu Aug 15 01:31:25 2013		Thomas Brinkmann	Studio 1 Variationen Gelb	Microscopic Sound
Thu Aug 15 01:35:36 2013		Vangelis	Movement 6	Mythodea: Music for the NASA Mission -- 2001 Mars Odyssey
Thu Aug 15 01:42:00 2013		Byrne/Eno	Mountain Of Needles	Ambient Volume 2- Imaginary Landscapes (1)
Thu Aug 15 01:44:30 2013		Joshua Pierce	Second Interlude	John Cage: Sonatas & Interludes for prepared Piano
Thu Aug 15 01:48:01 2013		Biosphere	En Trance	A Sombient Collection- The Throne Of Drones
Thu Aug 15 01:52:55 2013		Wendy Carlos	A Woman's Song	n/a
Thu Aug 15 01:56:37 2013		Klaus Schulze	Return of the Tempel: Midnight Blue	In Blue [Disc 2]
Thu Aug 15 02:06:09 2013		Margaret Leng Tan	Cage: Suite For Toy Piano- Mvt. 1	Cage: The Seasons
Thu Aug 15 02:07:33 2013		Ryuichi Sakamoto	Japan	Soundbytes
Thu Aug 15 02:10:31 2013		Hans Joachim Roedelius	Lustwandel	Lustwandel
Thu Aug 15 02:14:30 2013		Beverley Johnston	Steal the Thunder	Impact
Thu Aug 15 02:25:41 2013		Hans Reichel	Prelude to `Onkel Boskopp` (III)	n/a
Thu Aug 15 02:27:50 2013		Stephen Scott	The Tears of Niobe	Minerva's Web
Thu Aug 15 02:52:45 2013		Steve Reich	Music For Mallet Instruments, Voices And Organ	Another Look At The Counterpoint
Thu Aug 15 03:08:23 2013		Synergy	Delta Four	Games
Thu Aug 15 03:14:13 2013		Rosalind Bevan, Yvar Mikashoff, Ole Orsted	Stockhausen: Mantra- 6. 20', 00'	Stockhausen: Mantra
Thu Aug 15 03:19:05 2013		Michael Hoenig	Departure from the Northern Wasteland	Departure from the Northern Wasteland
Thu Aug 15 03:35:30 2013		Beatsystem	No Jumping Up And Down / Spooky Action At A Distance	Em:t 2297
Thu Aug 15 03:38:24 2013		David Behrman	Leapday Night- Scene 1	Leapday Night
Thu Aug 15 03:44:29 2013		Sarah Peebles	Nocturnal Premonitions	DISContact II [Disc 2]
Thu Aug 15 03:46:36 2013		Larval	Kristen's Death	2
Thu Aug 15 03:49:11 2013		Edgar Froese	Maroubra Bay	Epsilon In Malaysian Pale
Thu Aug 15 04:05:34 2013		Frank Perry	Treasure Of The Mountain	Solar: A Music Travelogue Volume One
Thu Aug 15 04:12:41 2013		Dennis Russell Davies: American Composers Orchestra	Cage: The Seasons- 3. Summer	Cage: The Seasons
Thu Aug 15 04:18:28 2013		Partch, Harry; Anne LeBaron; Elizabeth Brown; Dean Drummond; Ne	Archipelago (Brown)	n/a
Thu Aug 15 04:30:13 2013		Paul Bowles	Up Above World	Baptism of Solitude
Thu Aug 15 04:32:14 2013		Steve Roach	Merge	Empetus
Thu Aug 15 04:38:33 2013		Peter Garland	Old Men Of The Fiesta: Dance 1a; 1b; 1c	Border Music
Thu Aug 15 04:43:06 2013		David Parsons	Parsons: Pahla Loka	Inner Places
Thu Aug 15 04:52:56 2013		Harry Partch	The Bewitched- Epilogue	n/a
Thu Aug 15 04:54:38 2013		Bad Data	Deep Freeze	Em:T0094
Thu Aug 15 04:59:15 2013		Microstoria	Feld	_Snd
Thu Aug 15 05:04:05 2013		Ray Guillette	Mobius III	A Sombient Collection- The Throne Of Drones
Thu Aug 15 05:07:23 2013		Morton Feldman	Feldman: Voice, Violin & Piano	Only
Thu Aug 15 05:12:21 2013		Amadinda Percussion Group	Doll's House Story	Amadinda
Thu Aug 15 05:24:21 2013		Robert Fripp & Brian Eno	Wind On Water	Ambient Volume 2- Imaginary Landscapes (1)
Thu Aug 15 05:29:15 2013		Jansen/Barbieri	When Things Dream	Ambient Volume 2- Imaginary Landscapes (1)
Thu Aug 15 05:31:21 2013		Wes R. D. Wraggett	Chants Of The Apocalypse: Icarus Strictures Part Two; Fanfare;	n/a
Thu Aug 15 05:34:10 2013		Lisa Walker	Transients	Grooved Whale
Thu Aug 15 05:41:54 2013		Artemiev, Artemiy	Mirage	Point Of Intersection
Thu Aug 15 05:53:57 2013		Mother Mallard	Part Nine (1980)	The Continuing Story of Counterpoint Parts 9-12
Thu Aug 15 06:09:37 2013		Peter Hill	Messia:Prel/2: Chant d'extase dans un paysage triste	Messiaen-Preludes, Etudes, Canteyodjaya: Hill UNICORN
Thu Aug 15 06:17:16 2013		Pauline Vaillancourt	Le Plus Bel Exemple	Ne Blamez Jamais Les Bedouins
Thu Aug 15 06:18:37 2013		Laraaji	The Dance No 1	Ambient 3: Day Of Radiance
Thu Aug 15 06:27:32 2013		Eno, Moebius & Roedelius	Broken Head	After The Heat
Thu Aug 15 06:32:42 2013		Terre Thaemlitz	Fat Chair	Tranquilizer
Thu Aug 15 06:38:23 2013		Popol Vuh	Si haJing woChuang ru-Meng pato4	Affensunde
Thu Aug 15 06:46:17 2013		Towering Inferno	Part II: Not Me	Kaddish
Thu Aug 15 06:50:13 2013		Byzar	Subtyranya	Incursions In Illbient
Thu Aug 15 06:52:43 2013		Brian Eno	Triennale	The Shutov Assembly
Thu Aug 15 06:56:24 2013		Joshua Pierce	Cage: & The Earth Shall Bear Again	Cage: Works For Piano & Prepared Piano, Vol. 1
Thu Aug 15 06:59:23 2013		Angus Maclaurin	Sea Shanti	Glass Music
Thu Aug 15 07:03:43 2013		Max Eastley	Fruit Flies Before The Seance	Solar: A Music Travelogue Volume One
Thu Aug 15 07:11:06 2013		Klaus Schulze	La Vie Secrete: Exercises Spirituelles	La Vie Electronique 6 [[Disc 3]]
Thu Aug 15 07:18:18 2013		Wendy Carlos	Incantation	n/a
Thu Aug 15 07:24:31 2013		Moebius & Plank	Solar Plexus	Rastakraut Pasta & Material
Thu Aug 15 07:29:16 2013		Jon Hassell	Gift Of Fire	A Brief History Of Ambient Volume 1 [Disc 2]
Thu Aug 15 07:34:04 2013		Margaret Leng Tan	Cage: Suite For Toy Piano- Mvt. 2	Cage: The Seasons
Thu Aug 15 07:35:21 2013		TTU	Shiva Descending	Solar: A Music Travelogue Volume One
Thu Aug 15 07:42:34 2013		William Orbit	The Monkey King	A Brief History Of Ambient Volume 1 [Disc 2]
Thu Aug 15 07:47:41 2013		Harold Budd With Zeitgeist	And Then I Alone Am Alone.	She Is A Phantom
Thu Aug 15 07:51:55 2013		Karin Hoghielm	Lame'nto	Hoghielm: Apocryphal
Thu Aug 15 07:56:15 2013		Paul Dresher	Other Fire	Dresher: Water Dreams / Other Fire / Stone, C.: Hop Ken / Wall Me Do / Demarinis: Kokole / I Want You
Thu Aug 15 08:07:14 2013		Tangerine Dream	Fauni-Gena	The Collection
Thu Aug 15 08:17:28 2013		Roger Eno	Newton's Statue	Lost In Translation
Thu Aug 15 08:19:37 2013		Ryuichi Sakamoto	Milan, 1909	Soundbytes
Thu Aug 15 08:23:48 2013		Harold Budd	Coyote (Album Version)	The White Arcades
Thu Aug 15 08:26:10 2013		Kronos Quartet	Volans: String Quartet #1, `White Man Sleeps`- Mvt. 1	n/a
Thu Aug 15 08:30:39 2013		TCH	Substantia Nigra	Sinflower
Thu Aug 15 08:32:28 2013		Edgar Froese	NGC 891	Aqua
Thu Aug 15 08:45:39 2013		Steve Reich	Piano Phase	Another Look At The Counterpoint
Thu Aug 15 08:58:15 2013		Synergy	Terra Incognita	Cords
Thu Aug 15 09:01:47 2013		Material	The End Of Words	A Brief History Of Ambient Volume 1 [Disc 2]
Thu Aug 15 09:05:29 2013		David Behrman	A Traveller's Dream Journal- Setting A	Leapday Night
Thu Aug 15 09:14:43 2013		Hans Joachim Roedelius	Mein Freund Farouk	Wenn Der Sudwind Weht
Thu Aug 15 09:18:57 2013		Paul Bowles	The Sheltering Sky	Baptism of Solitude
Thu Aug 15 09:30:08 2013		Robert Fripp	The Gates Of Paradise	The Gates of Paradise
Thu Aug 15 09:43:47 2013		Oval	Do While Apple-X	94diskont
Thu Aug 15 09:47:55 2013		Steve Roach	Empowerment	Empetus
Thu Aug 15 09:51:31 2013		Pierre Henry	Henry (P): Le Livre Des Morts Egyptien- Negation	Henry (P): Le Livre Des Morts Egyptien
Thu Aug 15 09:55:58 2013		Claire Laronde	Vibration De La Matiere	Electroshock Presents: Electroacoustic Music- Volume V
Thu Aug 15 10:10:31 2013		Atoi	Xibalba Be (Maha Kali Ma)	Atoi Mystery School- Y2kaos- Disc B : Atoi Live
Thu Aug 15 10:15:58 2013		Laurie Radford	enclave [ex.]	DISContact! II [Disc 1]
Thu Aug 15 10:18:50 2013		Harry Partch	The Bewitched- 1. Background For The Transfiguration Of America	n/a
Thu Aug 15 10:23:21 2013		Robert Fripp & Brian Eno	Lyra	The Equatorial Stars
Thu Aug 15 10:30:44 2013		Bruce Gilbert	The Book (w/ thanks to Daniel Menche)	Antitrade
Thu Aug 15 10:32:47 2013		Rosalind Bevan, Yvar Mikashoff, Ole Orsted	Stockhausen: Mantra- 14. 56', 33'	Stockhausen: Mantra
Thu Aug 15 10:36:13 2013		Rhomb	360 Degree Theme	360 Degrees- A Foundry Project
Thu Aug 15 10:40:17 2013		CelloCosmos	MacroCosmos (One)	CelloCosmos
Thu Aug 15 10:44:51 2013		Jay Clayton, Joshua Pierce	Cage: She Is Asleep- 1. Duet For Voice & Prepared Piano	Cage: Works For Piano & Prepared Piano, Vol. 1
Thu Aug 15 10:51:56 2013		Robert Normandeau	Spleen [ex.]	DISContact! II [Disc 1]
Thu Aug 15 10:54:46 2013		Peter Hill	Messia:Prel/3: Le nombre leger	Messiaen-Preludes, Etudes, Canteyodjaya: Hill UNICORN
Thu Aug 15 10:56:25 2013		Paul Schutze	The Left Remembers	Green Evil
Thu Aug 15 11:02:25 2013		Popol Vuh	Aguirre	Musique Mechanique: European Trance / Transcontinental Space
Thu Aug 15 11:08:14 2013		The Future Sound Of London	Ill Flower	Lifeforms [Disc 1]
Thu Aug 15 11:11:29 2013		John Winiarz	Jack in a (Music) Box	DISContact! II [Disc 1]
Thu Aug 15 11:13:57 2013		Lisa Walker	Boogie/Wave (Edit)	EarthEar Radio Volume 2: Winter 2002
Thu Aug 15 11:19:06 2013		Michael Stearns & Miguel Rivera	Labyrinth	Musique Mechanique: Electronic Music From 1971 to 1994
Thu Aug 15 11:25:56 2013		Towering Inferno	Part I: the Rose (I)	Kaddish
Thu Aug 15 11:29:37 2013		Brian Eno	Innocenti	The Shutov Assembly
Thu Aug 15 11:33:35 2013		Terre Thaemlitz	Hovering Glows	Tranquilizer
Thu Aug 15 11:42:29 2013		Harold Budd & Brian Eno	Their Memories	A Brief History Of Ambient Volume 1 [Disc 1]
Thu Aug 15 11:45:06 2013		Chris De Giere	Kimchi Tastes Of Summer	Bibimbap
Thu Aug 15 11:51:18 2013		Thermal	Embers	360 Degrees- A Foundry Project
Thu Aug 15 12:00:35 2013		Joshua Pierce	Cage: For M. C. & D T.	Cage: Works For Piano & Prepared Piano, Vol. 1
Thu Aug 15 12:01:20 2013		Robert Fripp & The League Of The Crafty Guitarists	Chiara	Show of hands
Thu Aug 15 12:02:19 2013		Klaus Schulze	The Other Oberhausen Tape: C'est Alors Que Picasso	La Vie Electronique 6 [[Disc 1]]
Thu Aug 15 12:14:40 2013		Michael Tilson Thomas: London Symphony Orchestra	Reich: The Four Sections- 3. Winds & Brass	Reich: The Four Sections, Music For Mallet Instruments, Voices & Organ
Thu Aug 15 12:20:29 2013		James Johnson	House Of Mist	The Butterfly Chamber
Thu Aug 15 12:25:18 2013		Eno, Moebius & Roedelius	The Shade	After The Heat
Thu Aug 15 12:28:18 2013		Tangerine Dream	Circulation Of Events	The Analogue Space Years 1969-1973
Thu Aug 15 12:33:56 2013		Wendy Carlos	March From A Clockwork Orange (Ninth Symphony, Fourth Movement,	n/a
Thu Aug 15 12:40:45 2013		A Produce	Slow Voyage	Reflect Like A Mirror, Respond Like An Echo
Thu Aug 15 12:44:07 2013		Mother Mallard	The Continuing Story of Counterpoint, Part 6	The Continuing Story of Counterpoint, Part 5-8
Thu Aug 15 12:58:20 2013		Irwmin Schmidt/Bruno Spoerri	Rapido De Noir	A Brief History Of Ambient Volume 1 [Disc 1]
Thu Aug 15 13:04:44 2013		Kronos Quartet	Schinttke: Quartet No. 3	Winter Was Hard
Thu Aug 15 13:23:21 2013		Richard Bone	Part Four	Vesperia
Thu Aug 15 13:32:56 2013		Les Percussions De Strasbourg	Xenakis: Pleiades- Metaux	Xenakis: Pleiades
Thu Aug 15 13:45:59 2013		MaJaLe & Unis, Vir	Falling Sky	Imaginarium
Thu Aug 15 13:50:28 2013		Celia Green	In The Extreme	em:t 2000 [Disc 1]
Thu Aug 15 13:59:15 2013		Ban Ben Long [?]	The Last Emperor- Theme	n/a
Thu Aug 15 14:05:07 2013		Ravi Shankar & Philip Glass	Offering	Passages
Thu Aug 15 14:14:39 2013		Paul Bowles	The Circular Valley	Baptism of Solitude
Thu Aug 15 14:17:42 2013		Xopher Davidson	pool of mercury	A Sombient Collection- The Throne Of Drones
Thu Aug 15 14:22:21 2013		Robert Fripp	The Gates Of Paradise	The Gates of Paradise
Thu Aug 15 14:33:44 2013		Mari Kimura And Roberto Morales Manzanares	Montes Sirenas	Mari Kimura And Roberto Morales Manzanares- Leyendas (777405006929) (2000)
Thu Aug 15 14:39:16 2013		Harold Budd	The Room (Album Version)	The White Arcades
Thu Aug 15 14:42:18 2013		Adgar Froese	Panorphelia	A Brief History Of Ambient Volume 1 [Disc 2]
Thu Aug 15 14:50:39 2013		Jose Halac	Ball, Sincretismo #4	n/a
Thu Aug 15 14:59:13 2013		Amadinda Percussion Group	Piano Phase	Amadinda
Thu Aug 15 15:10:53 2013		EM	Reflective	360 Degrees- A Foundry Project
Thu Aug 15 15:15:23 2013		Robert Fripp & Brian Eno	Evening Star	The Essential Fripp & Eno
Thu Aug 15 15:22:48 2013		Balanescu Quartet	East	Luminitza
Thu Aug 15 15:26:43 2013		Margaret Leng Tan	Cage: Suite For Toy Piano- Mvt. 3	Cage: The Seasons
Thu Aug 15 15:28:06 2013		Synergy	On Presuming To Be Modern II	Cords
Thu Aug 15 15:30:53 2013		CelloCosmos	Grand Shift	CelloCosmos
Thu Aug 15 15:42:30 2013		Final	Despotic	One
Thu Aug 15 15:50:06 2013		Paul Schutze	The Memory Of Water	Green Evil
Thu Aug 15 15:55:07 2013		Karin Hoghielm	Vocalis	Hoghielm: Apocryphal
Thu Aug 15 15:57:03 2013		Steve Reich	Violin Phase	Octet/Music for a Large Ensemble/Violin Phase
Thu Aug 15 16:12:10 2013		Adrian Moore	Becalmed 1 (2001)	Presence III [Disc 2]
Thu Aug 15 16:15:51 2013		Hywel Davies	Apus Apus	Em:T 1197
Thu Aug 15 16:24:09 2013		Rosalind Bevan, Yvar Mikashoff, Ole Orsted	Stockhausen: Mantra- 3. 06', 38'	Stockhausen: Mantra
Thu Aug 15 16:28:56 2013		Herbert Henck	Klavierstucke	Music Of Our Time
Thu Aug 15 16:30:53 2013		M. Griffin	Escape/Approach	Sudden Dark
Thu Aug 15 16:35:53 2013		Towering Inferno	Part IV: the Rose (II)	Kaddish
Thu Aug 15 16:39:18 2013		Brian Eno	Neroli	Sonora Portraits
Thu Aug 15 16:44:21 2013		Gregory Jay Lowe	Song Of The Turtle	DISContact II [Disc 2]
Thu Aug 15 16:46:43 2013		Stephen Drury	Cage: One	Complete John Cage Edition, Vol. 13- The Piano Works 1
Thu Aug 15 16:56:00 2013		Chas Smith	An Hour Out Of Desert Center	An Hour Out Of Desert Center
Thu Aug 15 17:04:29 2013		Martin Fumarola	SC (1999-2000)	Presence III [Disc 1]
Thu Aug 15 17:07:23 2013		Joshua Pierce	Sonata #5	n/a
Thu Aug 15 17:08:43 2013		Francis Dhomont	L'electro	DISContact! II [Disc 1]
Thu Aug 15 17:09:56 2013		Klaus Schulze	Georg Trakl	X [Disc 1]
Thu Aug 15 17:35:48 2013		Robert Fripp & The League Of The Crafty Guitarists	Eye of the Needle	Show of hands
Thu Aug 15 17:38:44 2013		Bill Nelson	Loving Tongues	Pavilions Of The Heart And Soul
Thu Aug 15 17:42:53 2013		William Winant, Deborah Dietrich, Karen Rosenak, David Abel	Feldman: Rothko Chapel 3	Feldman: Rothko Chapel, Why Patterns?
Thu Aug 15 17:45:42 2013		Brian Eno	Tal Coat	Ambient Volume 2- Imaginary Landscapes (1)
Thu Aug 15 17:50:44 2013		Paul Bowles	You Are Not I	Baptism of Solitude
Thu Aug 15 17:50:57 2013		David Behrman	Interspecies Smalltalk- Part 1	Leapday Night
Thu Aug 15 18:00:27 2013		Final	Awake But Numb	One
Thu Aug 15 18:04:05 2013		Kronos Quartet	Riley: Salome Dances For Peace- 2. Conquest Of The War Demons:	n/a
Thu Aug 15 18:07:40 2013		Saulius Sondeckis: Lithuanian Chamber Orchestra	Part: Psalom	Part: Litany
Thu Aug 15 18:14:24 2013		Bernard Fort	Forestiere (edit)	EarthEar Radio Volume 2: Winter 2002
Thu Aug 15 18:18:16 2013		Terre Thaemlitz	Fina/Departure	Tranquilizer
Thu Aug 15 18:22:08 2013		Pierre Henry	Henry (P): Le Livre Des Morts Egyptien- Transformation	Henry (P): Le Livre Des Morts Egyptien
Thu Aug 15 18:26:38 2013		Robert Fripp & Brian Eno	Evening Star	The Essential Fripp & Eno
Thu Aug 15 18:34:00 2013		Carl Stone	Gadberry's 1989	Mom's
Thu Aug 15 18:43:14 2013		Popol Vuh	Si haJing woChuang ru-Meng pato49	Affensunde
Thu Aug 15 18:50:28 2013		Moebius & Plank	Two Oldtimers	Begegnungen
Thu Aug 15 18:57:22 2013		Klaus Schulze	Nostalgic Echo: Autumn Sonata	La Vie Electronique 5 [[Disc 2]]
Thu Aug 15 19:02:56 2013		A Produce/Chas Smith	Empty Pause	Inscape & Landscape
Thu Aug 15 19:06:44 2013		Buono, Robert Del	Harmonica	DISContact! II [Disc 1]
Thu Aug 15 19:09:05 2013		Robert Fripp & The League Of The Crafty Guitarists	Burning Siesta	Show of hands
Thu Aug 15 19:10:18 2013		Ian Chuprun	Duet [for headphones]	DISContact! II [Disc 1]
Thu Aug 15 19:12:43 2013		Wendy Carlos	Theme From A Clockwork Orange (Beethoviana)	Clockwork Orange- Complete Original Score
Thu Aug 15 19:14:24 2013		Harold Budd	Algebra Of Darkness (Album Version)	The White Arcades
Thu Aug 15 19:20:37 2013		Bad Data	One By Four By Nine	em:t explorer [Disc 1]
Thu Aug 15 19:26:29 2013		Partch, Harry; Anne LeBaron; Elizabeth Brown; Dean Drummond; Ne	Castor and Pollux (Partch)	n/a
Thu Aug 15 19:41:46 2013		Rosalind Bevan, Yvar Mikashoff, Ole Orsted	Stockhausen: Mantra- 3. 06', 38'	Stockhausen: Mantra
Thu Aug 15 19:46:31 2013		Steve Reich	Music For A Large Ensemble	Octet/Music for a Large Ensemble/Violin Phase
Thu Aug 15 20:01:59 2013		Forrest Fang	Filling The Bowl	Bibimbap
Thu Aug 15 20:07:34 2013		Beverley Johnston	Chronaxie	Impact
Thu Aug 15 20:19:01 2013		Kate Musker, Bill Frisell, Alexander Balanescu, Etc.	Bryars: After The Requiem	Bryars: After The Requiem
Thu Aug 15 20:34:23 2013		Laraaji	Meditation No 2	Ambient 3: Day Of Radiance
Thu Aug 15 20:42:07 2013		Eno, Moebius & Roedelius	Base & Apex	After The Heat
Thu Aug 15 20:46:26 2013		Steve Roach	Twilight Heat	Empetus
Thu Aug 15 20:49:15 2013		Stephen Drury	Cage: Music For Two	Complete John Cage Edition, Vol. 13- The Piano Works 1
Thu Aug 15 21:18:42 2013		Kim Cascone	Vortex Shedding [Bluecube Recombinant 02]	Microscopic Sound
Thu Aug 15 21:24:05 2013		Tangerine Dream	Circulation Of Events	The Analogue Space Years 1969-1973
Thu Aug 15 21:29:31 2013		Joshua Pierce	Sonata #7	n/a
Thu Aug 15 21:31:14 2013		TCH	Semipalatinsk (Experimental Passenger Part II)	Sinflower
Thu Aug 15 21:33:34 2013		Moebius	Nervos	Begegnungen
Thu Aug 15 21:36:56 2013		Beatsystem	Closely Tuned Drone	Em:t 2297
Thu Aug 15 21:46:16 2013		Ciamaga, Gustav	Possible Spaces No. 1	DISContact! II [Disc 1]
Thu Aug 15 21:48:43 2013		Ryuichi Sakamoto	Slat Dance	Soundbytes
Thu Aug 15 21:51:28 2013		Glen Velez	Velez Rubio	Rhythmcolor Exotica
Thu Aug 15 21:53:47 2013		Loop Guru	...Zen Bowls	The Fountains Of Paradise
Thu Aug 15 21:56:44 2013		Hans Reichel	Upper Larum	Lower Lurum
Thu Aug 15 22:00:39 2013		Robert Fripp	Interlude	1999
Thu Aug 15 22:04:50 2013		Vir Unis & Saul Stokes	Thermal Transfer	Thermal Transfer
Thu Aug 15 22:13:08 2013		Hans Joachim Roedelius	Ansinnen	Lustwandel
Thu Aug 15 22:13:48 2013		Amorphous Androgynous	Mountain Goat	A Brief History Of Ambient Volume 1 [Disc 1]
Thu Aug 15 22:18:15 2013		Michael Tilson Thomas: Steve Reich & Musicians	Reich: Music For Mallet Instruments, Voices & Electric Organ	Reich: The Four Sections, Music For Mallet Instruments, Voices & Organ
Thu Aug 15 22:35:01 2013		William Winant, Deborah Dietrich, Karen Rosenak, David Abel	Feldman: Rothko Chapel 2	Feldman: Rothko Chapel, Why Patterns?
Thu Aug 15 22:39:36 2013		Paul Dresher	Water Dreams	Dresher: Water Dreams / Other Fire / Stone, C.: Hop Ken / Wall Me Do / Demarinis: Kokole / I Want You
Thu Aug 15 22:51:41 2013		Microstoria	Quit Not Save	_Snd
Thu Aug 15 22:54:30 2013		The Future Sound Of London	Interstat	Lifeforms [Disc 2]
Thu Aug 15 22:55:22 2013		Angus Maclaurin	Secret Handshake Part I	Glass Music
Thu Aug 15 22:59:38 2013		Miasma	Settled Storm	em:t explorer [Disc 1]
Thu Aug 15 23:05:47 2013		Edgar Froese	Panorphelia	Aqua
Thu Aug 15 23:14:24 2013		Noise & Rhythm	A Filament in Strata	A Sombient Collection- The Throne Of Drones
Thu Aug 15 23:17:21 2013		Margaret Leng Tan; Dennis Russell Davies: American Composers Or	Cage: Concerto For Prepared Piano & Orchestra- Part 3	n/a
Thu Aug 15 23:21:22 2013		Christopher Franke	Electric Becomes Eclectic	A Brief History Of Ambient Volume 1 [Disc 1]
Thu Aug 15 23:24:57 2013		Staars	High Skies	360 Degrees- A Foundry Project
Thu Aug 15 23:28:05 2013		Thomas Koner	Subnival	em:t 2000 [Disc 1]
Thu Aug 15 23:33:06 2013		David Tudor	Pulsers	Three Works For Live Electronics
Thu Aug 15 23:53:06 2013		David Darling	Etude For T.O.D.	A Sombient Collection- The Throne Of Drones
Thu Aug 15 23:57:53 2013		Morton Feldman	Feldman: Voices & Cello	Only
Fri Aug 16 00:04:28 2013		CelloCosmos	MacroCosmos (Two)	CelloCosmos
