Thu Jan  1 00:02:18 2015	29	Slow Club	Christmas TV	Christmas Thanks For Nothing
Sun Jan  4 14:18:53 2015	16	Canaries In The Coal Mine	Falling Like Snow	n/a
Sun Jan  4 14:22:18 2015	17	They Might Be Giants	Feast Of Lights	They Might Be Giants ina| Holidayland EP
Sun Jan  4 14:24:41 2015	17	Y La Bamba	Seyor Santa (Mister Santa)	n/a
Sun Jan  4 14:27:40 2015	17	Snow In Mexico	You And My Winter	Snow in Mexico EP
Sun Jan  4 14:31:37 2015	18	Bell, The	Holiday	Your Fair Share of the Bell
Sun Jan  4 14:35:09 2015	17	Photo Ops	Singers And Dancers	n/a
Sun Jan  4 14:37:58 2015	16	Gorky's Zygotic Mynci	Hwiangerdd Mair	Xfm: It's A Cool, Cool Christmas
Sun Jan  4 14:40:53 2015	17	Waitresses, The	Christmas Wrapping	King Biscuit Flower Hour
Sun Jan  4 14:46:11 2015	16	Magnuson	O Holy Night	XO For The Holidays
Sun Jan  4 14:49:57 2015	17	Spongetones, The	Christmas Boy	n/a
Sun Jan  4 14:52:10 2015	16	Beach Boys	Little Saint Nick	Christmas With the Beach Boys
Sun Jan  4 14:53:57 2015	17	Taxes	Missouri Loves Company	n/a
Sun Jan  4 14:57:17 2015	17	Katrina Stone	Deck The Halls	n/a
Sun Jan  4 15:00:29 2015	18	Wall Matthews	Carol Of The Bells	The Heart of Winter
Sun Jan  4 15:02:37 2015	18	Tracey Thorn	Have Yourself a Merry Little Christmas	Tinsel & Lights
Sun Jan  4 15:05:46 2015	17	Head And The Heart, The	What Are You Doing New Year's Eve	Holidays Rule
Sun Jan  4 15:10:10 2015	16	Failure To Excel	This Is Christmas Day	n/a
Sun Jan  4 15:14:09 2015	15	Bad Religion	Hark! The Herald Angels Sing	Christmas Songs
Sun Jan  4 15:15:54 2015	15	Julian Koster	White Christmas	The Singing Saw at Christmas09
Sun Jan  4 15:18:20 2015	15	Kenny Vance and the Planotones	Mr. Santa	Paste Holiday Sampler 2012 (Compilation)
Sun Jan  4 15:21:19 2015	16	Emperor Norton	Feliz Navidad	A Foggy Holiday - Carols From The SF Scene
Sun Jan  4 15:24:10 2015	16	Orange Juice	Holiday Hymn	The Glasgow School
Sun Jan  4 15:27:10 2015	15	AM & Shawn Lee	Winter Sun	Celestial Electric
Sun Jan  4 15:30:30 2015	16	Stevie Wonder	What Christmas Means To Me	Someday At Christmas
Sun Jan  4 15:32:54 2015	15	Dexter Freebish	Last Christmas	n/a
Sun Jan  4 15:36:09 2015	16	Yo La Tengo	Winter A Go-Go	Summer Sun
Sun Jan  4 15:39:18 2015	15	Overview	I Believe In Father Christmas	A Foggy Holiday: Carols From the SF Scene, Volume 2
Sun Jan  4 15:43:18 2015	15	Smashing Pumpkins	Christmastime	A Very Special Christmas 3
Sun Jan  4 15:46:32 2015	16	Eastern Sea	Angels We Have Heard On High	First Christmas
Sun Jan  4 15:50:18 2015	15	Why They Came	Just Like Christmas	n/a
Sun Jan  4 15:53:17 2015	17	Mud	Father Christmas	A Foggy Holiday - Carols From The SF Scene
Sun Jan  4 15:56:20 2015	17	Kate Nash	Faith	Have Faith With Kate Nash This Christmas EP
Sun Jan  4 16:00:12 2015	17	Sufjan Stevens	Away In A Manger	Songs for Christmas
Sun Jan  4 16:02:47 2015	16	Man of Arms	It's Christmas Time And Every Thing's Wrong	I'll Stay Til After Christmas
Sun Jan  4 16:04:13 2015	16	Cracker	Merry Christmas Emily	Forever
Sun Jan  4 16:08:05 2015	16	Thommy Price (feat. Nefertiti Jones)	Winter Wonderland	n/a
Sun Jan  4 16:10:18 2015	15	She & Him	The Christmas Song	A Very She & Him Christmas
Sun Jan  4 16:12:35 2015	15	Decemberists, The	Angel, Won't You Call Me	5 Songs [EP]
Sun Jan  4 16:15:10 2015	15	Layaways, The	Silent Night	Maybe Next Year
Sun Jan  4 16:18:46 2015	15	Jingle Punx	Silver Bells	What Noise Is This?
Sun Jan  4 16:20:53 2015	15	Eels	Christmas is Going to the Dogs	The OC: Chrismukkah album
Sun Jan  4 16:23:43 2015	15	Eux Autres	Teenage Christmas	Another Christmas At Home
Sun Jan  4 16:26:15 2015	15	First Aid Kit	Winter Is All Over You	The Big Black and The Blue
Sun Jan  4 16:29:42 2015	14	Pretenders, The	2000 Miles (2009 Remastered)	Learning to Crawl
Sun Jan  4 16:33:18 2015	14	SNMNMNM	If you didn't get me anything before, why did you get me anythi	As Best As We Can
Sun Jan  4 16:36:43 2015	14	Of Montreal	Christmas Isn't Safe For Animals	If He Is Protecting Our Nation, Then Who Will Protect Big Oil, Our Children?
Sun Jan  4 16:40:20 2015	13	King of Prussia	Xmas on the Other Side	n/a
Sun Jan  4 16:44:49 2015	13	Eric Matthews	Christmas Time is Here	n/a
Sun Jan  4 16:47:37 2015	14	Black Prairie Featuring Sallie Ford	(Everybody's Waitin' For) The Man With The Bag	Holidays Rule
Sun Jan  4 16:51:08 2015	14	Amor De Dias	Season of Light	Street of the Love of Days
Sun Jan  4 16:53:42 2015	13	Jon Troast	The Last Needle	odds & ends, bits & pieces
Sun Jan  4 16:57:15 2015	13	Ben Rector	White Christmas	Jingles and Bells
Sun Jan  4 17:00:09 2015	13	Acklen	Holiday Away	n/a
Sun Jan  4 17:04:10 2015	14	Ella Jenkins	Dreidel, Dreidel, Dreidel	n/a
Sun Jan  4 17:05:08 2015	14	Federalists, The	Christmas (Baby, Please Come Home)	n/a
Sun Jan  4 17:07:52 2015	14	Boy Least Likely To	Christmas Isn't Christmas	Christmas Special
Sun Jan  4 17:11:16 2015	14	Cafeine	Love Disease	n/a
Sun Jan  4 17:15:10 2015	14	Old 97's	Here It Is Christmas Time	n/a
Sun Jan  4 17:18:34 2015	14	Hot Panda	Winter Song	Go Outside
Sun Jan  4 17:23:23 2015	15	Evangelicals	The Last Christmas On Earth	Mistletonia (Compilation)
Sun Jan  4 17:27:19 2015	15	Grandaddy	Alan Parsons In A Winter Wonderland	B-Side
Sun Jan  4 17:30:13 2015	15	Push To Talk	Happy Xmas (War Is Over)	n/a
Sun Jan  4 17:34:53 2015	17	Shadetree	christmas peace	n/a
Sun Jan  4 17:38:25 2015	18	Hoax Funeral	God Rest Ye Merry Gentlemen	n/a
Sun Jan  4 17:41:30 2015	18	Sloppy Seconds	Lonely Christmas	Knock Your Block Off
Sun Jan  4 17:44:34 2015	18	Advance Base	Christmas In Oakland	A Shut-In's Prayer
Sun Jan  4 17:48:32 2015	16	Over The Rhine	Blood Oranges In The Snow	n/a
Sun Jan  4 17:53:41 2015	16	Julian Casablancas	I Wish It Was Christmas Today	Phrazes for the Young
Sun Jan  4 17:56:38 2015	16	JD McPherson	Twinkle	Paste Holiday Sampler 2012 (Compilation)
Sun Jan  4 17:58:37 2015	16	Mumford & Sons	Winter Winds	Sigh No More
Sun Jan  4 18:02:09 2015	16	My Morning Jacket	Please Come Home for Christmas (iTunes Session)	n/a
Sun Jan  4 18:05:09 2015	17	Mojo Nixon	Son Of Santa	Frenzy
Sun Jan  4 18:08:37 2015	16	Matt Pond	Give Me Love Give Me Peace On Earth	n/a
Sun Jan  4 18:12:20 2015	14	Coldplay	Christmas Lights	Now That's What I Call Today's Christmas!
Sun Jan  4 18:16:19 2015	14	Calexico	Green Grows The Holly	Holidays Rule (Compilation)
Sun Jan  4 18:19:57 2015	15	Bosque Brown	Silent Night	I'll Stay 'Til After Christmas (Compilation)
Sun Jan  4 18:23:08 2015	17	Fawns, The	Snow Day	n/a
Sun Jan  4 18:25:30 2015	17	Phenomenal Handclap Band	Winter Falls	Form And Control
Sun Jan  4 18:28:23 2015	15	Smalltown Poets	The Wassail Song	n/a
Sun Jan  4 18:31:07 2015	15	Cold Specks	Winter Solstice	Winter Solstice EP
Sun Jan  4 18:34:56 2015	15	Beach Boys	Child Of Winter (Christmas Song)	Christmas With the Beach Boys
Sun Jan  4 18:37:36 2015	15	Cold Hot Crash	It Came Upon The Midnight Clear	n/a
Sun Jan  4 18:40:38 2015	16	Schmidt	Christmas Kiss	n/a
Sun Jan  4 18:43:46 2015	15	Sufjan Stevens	Angels We Have Heard On High	Hark! Songs For Christmas Volume 2
Sun Jan  4 18:44:26 2015	15	Jessica Pare	Zou Bisou Bisou (Scotch + Soda Remix By Iamx)	n/a
Sun Jan  4 18:47:16 2015	16	Bandrew	Christmas Time Pleasantries With Road Kill	n/a
Sun Jan  4 18:48:42 2015	15	Galaxie 500	Snowstorm	On Fire
Sun Jan  4 18:53:43 2015	15	Ad Frank & The Fast Easy Women	Winterthru	Your Secrets Are Mine Now
Sun Jan  4 18:57:25 2015	14	Woods	Christmas Time is Here	Christmas Time is Here
Sun Jan  4 19:00:01 2015	14	Los Campesinos!	A Doe To A Deer	n/a
Sun Jan  4 19:03:57 2015	14	Matt Wertz	Snow Globe	Snow Globe
Sun Jan  4 19:07:09 2015	14	Flaming Lips	White Christmas (Demo For Tom Waits)	Xfm: It's A Cool, Cool Christmas
Sun Jan  4 19:10:33 2015	13	Crookes, The	You're Just Like Christmas	n/a
Sun Jan  4 19:14:25 2015	13	Great Lake Swimmers	Hang A String Of Lights	Paste Holiday Sampler 2012 (Compilation)
Sun Jan  4 19:17:16 2015	14	Maggie Chapman	Could've Been Summer	Paste Holiday Sampler 2013 (Compilation)
Sun Jan  4 19:20:53 2015	14	Office Romance	I Love The Holidays	Paste Holiday Sampler 2012 (Compilation)
Sun Jan  4 19:23:23 2015	13	Tracey Thorn	Maybe This Christmas	Tinsel & Lights
Sun Jan  4 19:25:22 2015	13	Camera Obscura	The Blizzard	Xmas single
Sun Jan  4 19:29:16 2015	13	New Pornographers	The Spirit of Giving	Challengers
Sun Jan  4 19:32:58 2015	13	Gentleman Auction House	Don't Want Another Christmas (Like Last Christmas)	Christmas in Love
Sun Jan  4 19:36:49 2015	13	Musye Mycanique	White Christmas	n/a
Sun Jan  4 19:40:26 2015	13	Carny, The	This Christmas (If You Come Back)	n/a
Sun Jan  4 19:45:23 2015	13	Sea Wolf	Winter's Heir	White Water, White Bloom
Sun Jan  4 19:49:34 2015	13	Boston Spaceships	Christmas Girl	Let It Beard
Sun Jan  4 19:52:16 2015	14	Charles Afton	Dance Of The Sugar Plum Fairy	Reindeer Room Volume II - A Christmas Chillout
Sun Jan  4 19:56:08 2015	14	Scissors For Lefty	Holly Jolly Christmas	A Foggy Holiday - Carols From The SF Scene
Sun Jan  4 19:58:00 2015	13	Eels	Everything's Gonna Be Cool This Christmas	Xfm: It's A Cool, Cool Christmas
Sun Jan  4 20:00:41 2015	13	Kev Woods	Alone at Christmas	n/a
Sun Jan  4 20:05:22 2015	12	Weezer	O Come All Ye Faithful	Christmas With Weezer EP
Sun Jan  4 20:07:30 2015	12	LAKE	Christmas Island	Let's Build a Roof
Sun Jan  4 20:09:52 2015	12	Apside	Do They Know It's Christmas	A Foggy Holiday: Carols From the SF Scene, Volume 2
Sun Jan  4 20:14:50 2015	13	Wait.Think.Fast	Winter Lights	Luces del Sur
Sun Jan  4 20:19:17 2015	12	Jens Lekman	The Cold Swedish Winter	When I Said I Wanted to Be Your Dog
Sun Jan  4 20:22:59 2015	12	Lovespirals	Aspenglow	A Dark Noel
Sun Jan  4 20:25:08 2015	12	Chikita Violenta	Holiday	Tre3s
Sun Jan  4 20:26:46 2015	12	She & Him	Christmas Wish	A Very She & Him Christmas
Sun Jan  4 20:29:37 2015	12	Tiny Little Blackouts	Winter In Our Hearts	Idea Of Alice
Sun Jan  4 20:34:43 2015	12	Good Kings, The	Good King Wenceslas	n/a
Sun Jan  4 20:37:21 2015	13	Bears	I'm a Snowman	Snowman 7"
Sun Jan  4 20:39:54 2015	12	Jordan Grassi	God Rest Ye Merry Gentlemen	n/a
Sun Jan  4 20:43:15 2015	12	Dollyrots, The	Santa Baby	A Blackheart Christmas
Sun Jan  4 20:45:18 2015	12	Belle & Sebastian	The Fox In The Snow	If You're Feeling Sinister
Sun Jan  4 20:49:07 2015	13	Foxtails Brigade	The Unloved	Time Is Passed
Sun Jan  4 20:52:22 2015	12	Twisty	Deer Socks	Eenie Meenie Holiday Mix 2013
Sun Jan  4 20:54:46 2015	12	Ben Kweller	Here Comes Santa Claus	n/a
Sun Jan  4 20:56:17 2015	12	Front Porch Step	I'll Be Home For Christmas	n/a
Sun Jan  4 20:58:45 2015	12	Death Cab for Cutie	Christmas (Baby Please Come Home)	Maybe This Christmas Tree
Sun Jan  4 21:01:38 2015	12	Wall Matthews	Joy To The World, Here We Come A Wassailing	n/a
Sun Jan  4 21:03:38 2015	12	aislers set	Christmas Song	The Last Match
Sun Jan  4 21:05:47 2015	12	Feist	Lo, How A Rose E're Blooming	Sweet Tracks
Sun Jan  4 21:09:23 2015	12	Travis Denning	Ballad Of Rudolph	A Rock By The Sea Christmas :: Volume Three
Sun Jan  4 21:12:52 2015	12	Bruce Cockburn	Joy to the World	Christmas
Sun Jan  4 21:13:22 2015	12	Panda	Winter Wonderland	n/a
Sun Jan  4 21:15:51 2015	12	Nurses	Winter	Apple's Acre
Sun Jan  4 21:19:42 2015	12	Duke Of Norfolk	Lovely Winter	Birds...Fly South!
Sun Jan  4 21:24:11 2015	12	John Lennon	Happy Xmas (War Is Over)	The John Lennon Collection
Sun Jan  4 21:27:32 2015	12	Ernest Gonzales	Dancing In The Snow	Been Meaning To Tell You
Sun Jan  4 21:30:41 2015	12	Barbary Coasters	I Want A Monkey for Christmas	Hark!
Sun Jan  4 21:33:06 2015	12	Barr Brothers, The	Dear Mrs. Claus	n/a
Sun Jan  4 21:36:47 2015	12	Papercuts, The	Go Tell It On The Mountain	n/a
Sun Jan  4 21:39:20 2015	13	Smash Up Derby	Christmas Bop	Santastic Four
Sun Jan  4 21:42:01 2015	13	Sufjan Stevens	Did I Make You Cry On Christmas Day (Well, You Deserved It)	Songs for Christmas
Sun Jan  4 21:45:18 2015	12	Nyles Lannon	Hazy Shade Of Winter	n/a
Sun Jan  4 21:49:08 2015	13	Dido	Christmas Day	Die Hit Giganten: Best of Christmas
Sun Jan  4 21:53:02 2015	13	Laera & Vince	Christmas Time	n/a
Sun Jan  4 21:56:19 2015	13	Audible	Winter Coats	In Simple Intervals
Sun Jan  4 22:00:23 2015	13	Anna Boulard	Seasons	n/a
Sun Jan  4 22:02:10 2015	14	Reverend Horton Heat	Santa Looked a Lot Like Daddy	We Three Kings
Sun Jan  4 22:04:36 2015	14	Elliott Smith	Angel in the Snow	New Moon
Sun Jan  4 22:07:02 2015	16	Bright Eyes	Silver Bells	[A Christmas Album]
Sun Jan  4 22:10:52 2015	15	Beach Boys	Merry Christmas, Baby	Christmas With the Beach Boys
Sun Jan  4 22:12:59 2015	14	Jonathan Coulton and John Roderick	Uncle John	One Christmas at a Time
Sun Jan  4 22:16:19 2015	14	Mark Eitzel	Xmas Lights Spin	Caught In A Trap And I Can't Back Out 'Cause I Love You Too Much, Baby
Sun Jan  4 22:20:55 2015	15	Sally Shapiro	Anorak Christmas (Piano mix)	Cory's Christmas Show
Sun Jan  4 22:25:09 2015	15	Eastern Sea	Carol Of The Bells	First Christmas
Sun Jan  4 22:26:07 2015	15	Build Your Own Snowman	Silent Night	n/a
Sun Jan  4 22:28:39 2015	15	Casiotone For The Painfully Alone	Traveling Salesman's Young Wife Home Alone On Christmas In Mont	Vs. Children
Sun Jan  4 22:31:10 2015	15	Wee Turtles	Benjamin, Santa's On To You	Kindercore Records Christmas, Volume 2 (Compilation)
Sun Jan  4 22:34:20 2015	15	Norah Jones	Peace	Now That's What I Call Christmas 4
Sun Jan  4 22:38:00 2015	15	Slow Club	All Alone At Christmas	Christmas Thanks for Nothing EP
Sun Jan  4 22:42:26 2015	13	Matt Pond PA	Snow Day	Winter Songs EP
Sun Jan  4 22:45:45 2015	13	Jars Of Clay	Love Came Down At Christmas	Christmas Songs
Sun Jan  4 22:48:35 2015	13	bAd bAd	Donde Esta Santa's Claws?	n/a
Sun Jan  4 22:51:07 2015	13	Maps & Atlases	Winter	BIRP! March 2012 (Compilation)
Sun Jan  4 22:55:37 2015	13	BNLX	What Do You Have Under the Tree for Me	BNLX-Mas, brought to you by Your BNLX
Sun Jan  4 22:58:28 2015	13	Finish Ticket	Jingle Bell Rock	n/a
Sun Jan  4 23:01:48 2015	14	Fol Chen	Winter, That's All	Part I: John Shade, Your Fortune's Made
Sun Jan  4 23:06:17 2015	15	Sean Bones	If You Hear A Knock	Do you EAR what I EAR?
Sun Jan  4 23:09:16 2015	15	She & Him	The Christmas Waltz	A Very She & Him Christmas
Sun Jan  4 23:11:36 2015	15	Polyphonic Spree	Happy Christmas (War is Over)	Maybe This Christmas Tree
Sun Jan  4 23:15:32 2015	14	Persephone's Bees	Santa Baby Mix	n/a
Sun Jan  4 23:18:39 2015	14	Real Estate	Snow Days	Real Estate
Sun Jan  4 23:23:10 2015	14	Rin Tin Tiger	Let It Snow	n/a
Sun Jan  4 23:24:33 2015	14	Laura Gibson	It Came Upon A Midnight Clear	Peace on Earth : A Charity Holiday Album Vol. II
Sun Jan  4 23:27:30 2015	14	U2	Christmas (Baby Please Come Home)	Pop
Sun Jan  4 23:29:41 2015	14	Rosebuds, The	I Hear (Click, Click, Click)	Christmas Tree Island
Sun Jan  4 23:32:49 2015	15	Lilys	Good King Winceslas	Festivus!
Sun Jan  4 23:35:56 2015	13	Pearl Jam	Someday at Christmas	2004 Fanclub Single (Single)
Sun Jan  4 23:38:27 2015	14	Ben Rector	Jingle Bells	Jingles and Bells
Sun Jan  4 23:41:09 2015	14	Liz Phair	Winter Wonderland	Bath &amp; Body Works Holiday Music 2005: The Perfect Christmas (Compilation)
Sun Jan  4 23:43:32 2015	14	Perishers, The	Blue Christmas	n/a
Sun Jan  4 23:45:42 2015	14	Black Angels	Haunting At 1300 McKinley	Phosphene Dream
Sun Jan  4 23:48:13 2015	15	Kate Nash	I Hate You This Christmas	Have Faith With Kate Nash This Christmas EP
Sun Jan  4 23:50:53 2015	14	Jingle Punx	God Rest Ye Merry Gentlemen	n/a
Sun Jan  4 23:53:30 2015	14	Throwing Muses	Santa Claus	Hunkpapa
Sun Jan  4 23:57:09 2015	14	Rhett Miller (With Sydney Wayser)	Christmas Is Coming	n/a
Mon Jan  5 00:00:12 2015	16	Western Lows	Silent Night	Festivus!
Mon Jan  5 00:03:07 2015	16	Elvis Presley	Santa Claus Is Back in Town	Elvis' Christmas Album
Mon Jan  5 00:05:22 2015	15	Amanda Duncan	Light Those Candles Bright	n/a
Mon Jan  5 00:08:38 2015	15	Elk City	Cherries In The Snow	New Believers
Mon Jan  5 00:11:55 2015	15	Standard Fare	Tinsel Politics	n/a
Mon Jan  5 00:15:43 2015	14	gifted children, The	We Three Kings	n/a
Mon Jan  5 00:17:28 2015	15	Blank Tapes	The Golden Winter	Daydreams
Mon Jan  5 00:19:30 2015	15	Laura Weinbach (Of Foxtails Brigade)	Have Yourself A Merry Little Christmas	n/a
Mon Jan  5 00:21:55 2015	16	Layaways, The	O Christmas Tree	The Christmas EP
Mon Jan  5 00:25:10 2015	15	Walkmen, The	While I Shovel the Snow	Lisbon
Mon Jan  5 00:29:13 2015	15	Joni Mitchell	River	Blue
Mon Jan  5 00:32:51 2015	15	Garlands, The	Christmas Song	n/a
Mon Jan  5 00:35:08 2015	15	Olms	Christmas Thyme	Paste Holiday Sampler 2013 (Compilation)
Mon Jan  5 00:37:36 2015	15	Bob Rivers	Toy Sack	More Twisted Christmas
Mon Jan  5 00:40:13 2015	15	Jpnsgrls	Red And Green	Light Organ Records presents Sleighed
Mon Jan  5 00:42:13 2015	15	Sufjan Stevens	Holly Jolly Christmas	Silver & Gold
Mon Jan  5 00:44:32 2015	15	My Morning Jacket	I'll Be Home for Christmas (feat. The Head & the Heart) [iTunes	n/a
Mon Jan  5 00:47:54 2015	15	Todd Carey	Perfect Christmas Day	A Rock By The Sea Christmas :: Volume Three
Mon Jan  5 00:50:52 2015	15	Adam N. Copeland	Season of the Wave	n/a
Mon Jan  5 00:54:01 2015	17	Ettes, The	Seasons	Do You Want Power
Mon Jan  5 00:57:09 2015	17	White Stripes, The	Candy Cane Children	Life on the Flipsides
Mon Jan  5 00:59:35 2015	17	Deer Tick	Choir of Angels	The Black Dirt Sessions
Mon Jan  5 01:02:22 2015	17	Weezer	We Wish You A Merry Christmas	Christmas With Weezer EP
Mon Jan  5 01:03:44 2015	19	Rogue Wave	Jingle Bell Rock	This Warm December: A Brushfire Holiday, Volume 2 (Compilation)
Mon Jan  5 01:06:23 2015	19	Frightened Rabbit	It's Christmas So We'll Stop	Single
Mon Jan  5 01:11:23 2015	19	scott allen patrick scheurman	Assassination on Christmas Eve	n/a
Mon Jan  5 01:14:44 2015	17	Christmas Karaoke	Deck The Halls (Instrumental)	Karaoke: Christmas Songs
Mon Jan  5 01:16:28 2015	17	Jean On Jean	This Christmas Day	Do you EAR what I EAR?
Mon Jan  5 01:20:13 2015	18	Kinks, The	Father Christmas	Come Dancing With the Kinks: The Best of the Kinks 1977-1986
Mon Jan  5 01:23:40 2015	19	Belleisle	Winter under Covers	Longstanding
Mon Jan  5 01:25:35 2015	19	Amor De Dias	Wild Winter Trees	Street of the Love of Days
Mon Jan  5 01:27:07 2015	19	Lyle Lovett	The Girl With The Holiday Smile	Songs for the Season - Single
Mon Jan  5 01:31:02 2015	19	Joseph Childress	Last Christmas	n/a
Mon Jan  5 01:35:09 2015	18	Squeeze	Christmas Day	Just Can't Get Enough - New Wave Xmas
Mon Jan  5 01:39:14 2015	17	Matt Pond PA	Holiday Road	Winter Songs EP
Mon Jan  5 01:42:43 2015	18	She & Him	Sleigh Ride	A Very She & Him Christmas
Mon Jan  5 01:45:14 2015	18	Beach Boys	Melekalikimaka	Christmas With the Beach Boys
Mon Jan  5 01:47:45 2015	18	Minus 5	Your Christmas Whiskey	Oh Santa! New &amp; Used Christmas Classics (Compilation)
Mon Jan  5 01:50:37 2015	18	Snow Patrol	When I Get Home For Christmas	Xfm: It's A Cool, Cool Christmas
Mon Jan  5 01:55:13 2015	17	Saint Etienne	My Christmas Prayer	Xfm: It's A Cool, Cool Christmas
Mon Jan  5 01:58:20 2015	17	Jimi Hendrix	Little Drummer Boy, Silent Night	n/a
Mon Jan  5 02:03:10 2015	16	Gruff Rhys	Post Apocalypse Christmas	Atheist Xmas EP
Mon Jan  5 02:05:22 2015	16	Smithereens, The	Christmas	Tommy
Mon Jan  5 02:08:44 2015	16	Metro Jets	Jingle Jangle Christmas	n/a
Mon Jan  5 02:11:19 2015	16	Nadim Issa	First Snow	Do you EAR what I EAR?
Mon Jan  5 02:13:03 2015	15	Captain Automatic	(We used to have a) Xmas Party	n/a
Mon Jan  5 02:17:30 2015	16	Vampire Weekend	Holiday	Contra
Mon Jan  5 02:19:23 2015	16	Ramones, The	Merry Christmas (I Don't Wannna Fight Tonight)	Twas The Night Before Hanukkah (Disc Two)
Mon Jan  5 02:21:06 2015	16	Gordon Voidwell	Christmas Morn	Christmas Jollies
Mon Jan  5 02:22:42 2015	16	Mi Mye	Don't Freat Out On Me	Festivus!
Mon Jan  5 02:26:28 2015	17	Dandy Warhols	Little Drummer Boy	Xfm: It's A Cool, Cool Christmas
Mon Jan  5 02:29:19 2015	17	Decemberists, The	Please Daddy (Don't Get Drunk This Christmas)	Alternative Rock X-Mas
Mon Jan  5 02:32:52 2015	16	Shins, The	Wonderful Christmastime	Holidays Rule
Mon Jan  5 02:34:54 2015	16	dB's, The	Christmas Time	Christmas Time Again
Mon Jan  5 02:38:42 2015	16	Jingle Punx	Santa Baby	It's What I Got In My Sack
Mon Jan  5 02:42:35 2015	15	Gentleman Auction House	On The Rooftop	Christmas in Love
Mon Jan  5 02:44:55 2015	16	Kaliyo	O Come O Come Emmanuel	RCR008 Good Clean Fun
Mon Jan  5 02:47:55 2015	15	Parmesans	Christmas Time Is Here	n/a
Mon Jan  5 02:51:02 2015	17	Jigsaw Seen	God Rest Ye Merry Gentlemen (Remixed)	n/a
Mon Jan  5 02:54:01 2015	17	Soviet League	The Holiday Game	n/a
Mon Jan  5 02:58:40 2015	17	Wormburner	Bells of St. Ignatius	Bells of St. Ignatius
Mon Jan  5 03:01:54 2015	16	computer perfection	Able Archer	We Wish You Well On Your Way To Hell
Mon Jan  5 03:06:20 2015	16	Gold Bears	Xmas Song	Are You Falling in Love?
Mon Jan  5 03:10:12 2015	17	Los Campesinos!	Kindle A Flame In Her Heart	n/a
Mon Jan  5 03:14:07 2015	18	Rosie Thomas	Why Can't It Be Christmas Time All Year	Paste Holiday Sampler 2012 (Compilation)
Mon Jan  5 03:18:25 2015	17	Sufjan Stevens	Angels We Have Heard On High	Hark! Songs For Christmas Volume 2
Mon Jan  5 03:22:10 2015	90	Slow Club	Silent Night	Christmas, Thanks For Nothing EP
Mon Jan  5 03:23:55 2015	17	JBM	Winter Ghosts	Stray Ashes
Mon Jan  5 03:27:47 2015	16	Zerbin	Oh Come Oh Come Emmanuel	n/a
Mon Jan  5 03:31:49 2015	16	Pearl Jam	Let Me Sleep (It's Christmas Time)	Pearl Jam Twenty (Original Motion Picture Soundtrack)
Mon Jan  5 03:34:28 2015	15	Dream Diary	Christmas All Over (Tom Petty cover)	n/a
Mon Jan  5 03:36:59 2015	15	Lovers, The	Christmas Tree	odds & ends, bits & pieces
Mon Jan  5 03:39:13 2015	14	Young Moon	Cold Day Solstice	Navigated Like the Swans
Mon Jan  5 03:42:51 2015	14	Bethan	In The Bleak Midwinter	Paste Holiday Sampler 2012 (Compilation)
Mon Jan  5 03:47:03 2015	15	Raveonettes, The	Come On Santa	Wishing You A Rave Christmas
Mon Jan  5 03:50:30 2015	15	Neko Case	Christmas Card From a Hooker in Minneapolis	New Coat of Paint: Songs of Tom Waits
Mon Jan  5 03:53:58 2015	15	Bright Eyes	White Christmas	[A Christmas Album]
Mon Jan  5 03:55:35 2015	16	Dinosaur Feathers	A Day in the Life of a Christmas Tree	Do you EAR what I EAR?
Mon Jan  5 03:59:15 2015	16	Sufjan Stevens	Silent Night	Hark! Songs For Christmas Volume 1
Mon Jan  5 04:01:08 2015	107	Sixth Great Lake	Always After Christmas, Boring	Kindercore Records Christmas, Volume 2 (Compilation)
Mon Jan  5 04:03:48 2015	16	fun.	Sleigh Ride	Holidays Rule
Mon Jan  5 04:07:27 2015	16	Voxtrot	Warmest Part of The Winter	Little Darla Has a Treat for You, Volume 24 (Compilation)
Mon Jan  5 04:13:30 2015	16	Teenage Fanclub	Christmas Eve	Xfm: It's A Cool, Cool Christmas
Mon Jan  5 04:15:45 2015	16	Kid Congo & The Pink Monkey Birds	Kris Kringle Ju Ju	Dracula Boots
Mon Jan  5 04:18:24 2015	16	Vacancies, The	Father Christmas	n/a
Mon Jan  5 04:21:25 2015	17	Brainpool	The Last Christmas	n/a
Mon Jan  5 04:25:37 2015	17	Downer Party	Xmas Sucks in San Francisco	The Christmas Recordings
Mon Jan  5 04:27:59 2015	18	Clientele, The	Winter On Victoria Street	God Save The Clientele
Mon Jan  5 04:30:47 2015	19	Eastern Sea	Little Drummer Boy	First Christmas
Mon Jan  5 04:34:10 2015	17	Tea For Julie	And Winter Calls	n/a
Mon Jan  5 04:36:54 2015	19	John Zorn	Christmas Time Is Here	A Dreamer's Christmas
Mon Jan  5 04:41:09 2015	17	Romeo Spike	Christmas Diablo	odds & ends, bits & pieces
Mon Jan  5 04:44:59 2015	17	I Break Horses	Winter Beats	Hearts
Mon Jan  5 04:49:31 2015	16	Apples In Stereo	Winter Must Be Cold	Fun Trick Noisemaker
Mon Jan  5 04:52:50 2015	16	Ima Robot	Winter Fling	n/a
Mon Jan  5 04:56:18 2015	17	Nick Cave & The Bad Seeds	What A Wonderful World (feat. Shane MacGowan)	B-Sides & Rarities
