Mon Dec  1 00:01:48 2014	99	Ghostland Observatory	Midnight Voyage	Ghostland
Sun Dec  7 16:08:17 2014	119	Bird & The Bee	Love Letter To Japan	Ray Guns Are Not Just The Future
Sun Dec  7 16:12:29 2014	118	Yacht	We Have All We've Ever Wanted	See Mystery Lights
Sun Dec  7 16:16:18 2014	114	Glass	Washed Up	At Swim Two Birds
Sun Dec  7 16:22:11 2014	113	Naked And Famous	Serenade	Phase Five NZ Music
Sun Dec  7 16:24:46 2014	114	Au Revoir Simone	Shadows	Still Night, Still Light
Sun Dec  7 16:28:35 2014	113	Blonde Redhead	Silently	23
Sun Dec  7 16:32:29 2014	111	Ssion	Credit In The Straight World	BENT
Sun Dec  7 16:36:30 2014	113	James Yuill	No Pins Allowed	Turning Down Water For Air
Sun Dec  7 16:40:08 2014	110	Of Montreal	For Our Elegant Caste	Skeletal Lamping
Sun Dec  7 16:42:43 2014	113	Body Language	Feel It	Infinite Sunshine
Sun Dec  7 16:48:22 2014	115	Phenomenal Handclap Band	The Written Word	Form And Control
Sun Dec  7 16:52:00 2014	113	Robert DeLong	Happy	Just Movement
Sun Dec  7 16:56:23 2014	111	Hot Chip	Flutes	Dark and Stormy
Sun Dec  7 17:03:18 2014	114	Seyybastien Tellier	Kilometer (A-Trak Extended Dub)	n/a
Sun Dec  7 17:08:36 2014	108	Digitalism	Zdarlight	Idealism
Sun Dec  7 17:14:22 2014	109	Cut Copy	Hearts On Fire (Gt Edit)	www.missingtoof.com
Sun Dec  7 17:18:50 2014	107	Pretty Lights	Up & Down I Go	Filling Up The City Skies
Sun Dec  7 17:26:43 2014	108	Cale Parks	One At A Time	To Swift Mars
Sun Dec  7 17:30:53 2014	105	Toro Y Moi	Causers Of This	Causers of This
Sun Dec  7 17:33:53 2014	106	Datarock	In The Red	Red
Sun Dec  7 17:37:18 2014	108	Stereolab	Nous Vous Demandons Pardon	Chemical Chords
Sun Dec  7 17:42:11 2014	111	All Good Funk Alliance	Rta (Respect To Arcadion)	Jacks of All Trades
Sun Dec  7 17:45:33 2014	113	Lettie	Sanctuary	Good Fortune, Bad Weather
Sun Dec  7 17:50:38 2014	112	CSS	Left Behind	Donkey
Sun Dec  7 17:54:12 2014	111	Ry, Frank Wiedemann	Howling	Howling EP
Sun Dec  7 18:00:42 2014	111	Chromeo	Jealous (I Ain't With It)	White Women
Sun Dec  7 18:04:19 2014	110	Very Best	Warm Heart Of Africa	Warm Heart Of Africa
Sun Dec  7 18:08:23 2014	106	Dan Black	Yours	((UN))
Sun Dec  7 18:11:44 2014	101	Kid British Ft. Envy	Electro Punks	Work It! vol 1
Sun Dec  7 18:15:19 2014	102	Pretty Good Dance Moves	P.G.D.M.	Pretty Good Dance Moves
Sun Dec  7 18:18:42 2014	102	Single	Perrito Librepensador	Come Tomorrow
Sun Dec  7 18:22:56 2014	102	Herbaliser	Can't Help This Feeling (Beardyman's Glitchbox Hackjob)	Can't Help This Feeling
Sun Dec  7 18:28:26 2014	104	Junior Senior	We R The Handclaps (Album Vers	Hey Hey My My Yo Yo
Sun Dec  7 18:31:23 2014	106	Woodhands	I Wasn't Made For Fighting (Keytar Hero Remix)	I Wasn't Made for Fighting
Sun Dec  7 18:37:50 2014	102	Imperial Teen	Hanging About	Feel The Sound
Sun Dec  7 18:41:47 2014	98	Multiplex	SuperModel SuperComputer	S/T
Sun Dec  7 18:44:19 2014	96	Whip	Frustration	X Marks Destination
Sun Dec  7 18:49:13 2014	98	Metronomy	The Bay (Stopmakingme Remix)	The Bay - Single (from The English Riveria)
Sun Dec  7 18:55:01 2014	97	Darwin Deez	Bed Space	Darwin Deez
Sun Dec  7 18:58:46 2014	98	Starlight Mints	Black Champaign	Change Remains
Sun Dec  7 19:02:12 2014	102	Moving Units	Between Us And Them	Dangerous Dreams
Sun Dec  7 19:05:18 2014	104	Body Language	The Chasing	Grammar
Sun Dec  7 19:07:53 2014	104	Yacht	Beam Me Up	Shangri-La
Sun Dec  7 19:10:07 2014	106	Ratatat	Drugs	LP 4
Sun Dec  7 19:14:47 2014	106	Rubies	Stand In A Line (Shinichi Osawa Remix)	I Feel Electric / Stand In A Line EP
Sun Dec  7 19:20:36 2014	109	Lapalux	Guuurl	Nostalchic
Sun Dec  7 19:24:20 2014	108	Stereolab	I Was A Sunny Rainphase	Fab Four Sutre
Sun Dec  7 19:27:40 2014	106	Coco Solid	Electrik Love	Phase Five NZ Music
Sun Dec  7 19:30:43 2014	105	The Egg	Woodstock 69	Something To Do
Sun Dec  7 19:36:53 2014	103	Chromeo	Tenderoni (Mstrkrft Remix)	Tenderoni CDS
Sun Dec  7 19:41:38 2014	101	Octopus Project	I Saw The Bright Shinies	Hello, Avalanche
Sun Dec  7 19:45:21 2014	96	Bird & The Bee	Diamond Dave	Ray Guns Are Not Just The Future
Sun Dec  7 19:48:30 2014	94	Clubfeet	Last Words (Dimitri From Paris Remix)	Plant Music : Love Me
Sun Dec  7 19:55:08 2014	90	Blow & Yacht	Hock It (We Two Remix)	n/a
Sun Dec  7 19:58:55 2014	92	Pretty Lights	Out Of Time	Glowing In The Darkest Night
Sun Dec  7 20:04:09 2014	92	Francis And The Lights	The Top	A Modern Promise
Sun Dec  7 20:06:41 2014	87	Hollywood Holt	Hollywood (Sammy Bananas Remix)	Myspace.com/sammybananas
Sun Dec  7 20:10:48 2014	88	Am & Shawn Lee	All The Love	La Musique Numerique
Sun Dec  7 20:14:40 2014	88	N.A.S.A.	The People Tree Feat. David Byrne, Chali 2na, Gift Of Gab & Z-T	n/a
Sun Dec  7 20:18:49 2014	92	AlunaGeorge	Your Drums, Your Love	Body Music
Sun Dec  7 20:22:24 2014	92	SSION	Psy-Chic	BENT
Sun Dec  7 20:25:18 2014	97	Kimbra	Warrior	Vows
Sun Dec  7 20:29:24 2014	94	Stars	Backlines	The North
Sun Dec  7 20:31:32 2014	96	Handsome Furs	Evangeline	Face Control
Sun Dec  7 20:35:09 2014	94	Atole	Glo-Stix	Brainwaves EP
Sun Dec  7 20:40:20 2014	100	Calvin Harris	Neon Rocks	I Created Disco
Sun Dec  7 20:44:09 2014	98	Dvas	Consenting Adults	Society
Sun Dec  7 20:48:10 2014	96	Discovery	Orange Shirt	LP
Sun Dec  7 20:51:32 2014	95	Tog	Av hengslene	Feiring
Sun Dec  7 20:54:07 2014	97	Dirty Vegas	Little White Doves	Electric Love
Sun Dec  7 20:57:25 2014	99	Pacific!	'narcissus'	SXSW 2011 Showcasing Artists
Sun Dec  7 21:03:01 2014	98	Boy Crisis	Fountain Of Youth (Wallpaper. Rmx)	Wallpaper. Mixtape
Sun Dec  7 21:07:46 2014	101	Groove Armada	Cards To Your Heart (Featurung Nick Littlemore)	Black Light
Sun Dec  7 21:13:13 2014	97	Javelin	On It On It	No Mas
Sun Dec  7 21:16:28 2014	95	Pompeya	Wait	Tropical
Sun Dec  7 21:22:08 2014	95	Junior Senior	Can I Get Get Get (Album Versi	The Wedding Collection
Sun Dec  7 21:25:19 2014	100	Fur Trade	Kids These Days	Don't Get Heavy
Sun Dec  7 21:28:40 2014	100	Rosebuds	Cemetery Lawn	Night of the Furies
Sun Dec  7 21:32:09 2014	101	Letherette	D&T	D&T
Sun Dec  7 21:35:17 2014	98	Presets	Talk Like That	Apocalypso
Sun Dec  7 21:38:52 2014	101	Cineplexx	02 Espiral (Remix From Picnic)	Picnic
Sun Dec  7 21:42:06 2014	96	Rainbow Arabia	Omar K	The Basta
Sun Dec  7 21:47:08 2014	96	Deerhunter	Coronado	Halcyon Digest
Sun Dec  7 21:50:19 2014	97	Body Language	We Got Enough	Social Studies (Deluxe Edition)
Sun Dec  7 21:54:16 2014	100	Totally Enormous Extinct Dinosaurs	Trouble	Trouble
Sun Dec  7 21:58:07 2014	98	CSS	Css Suxxx	Cansei De Ser Sexy
Sun Dec  7 22:00:11 2014	99	Kleerup	With Every Heartbeat	Follow Your Feed
Sun Dec  7 22:03:58 2014	98	Of Montreal	Gallery Piece	Skeletal Lamping
Sun Dec  7 22:07:50 2014	100	Phenomenal Handclap Band	Give	Form And Control
Sun Dec  7 22:11:53 2014	103	Anavan	Skin Like Heather	Cover Story
Sun Dec  7 22:15:47 2014	103	Brite Futures	Cosmic Horn	Dark Past
Sun Dec  7 22:21:08 2014	99	Clintongore	Watch Out	clintongore
Sun Dec  7 22:25:08 2014	99	Magic Man	Monster	Real Life Color
Sun Dec  7 22:30:47 2014	99	Arling & Cameron	Games	Games EP
Sun Dec  7 22:34:27 2014	99	Slugabed	Unicorn Suplex	Time Team
Sun Dec  7 22:37:46 2014	96	City Light	Devil In The Dark	Memory Guide
Sun Dec  7 22:41:00 2014	101	Sin Fang	Shine For Me	Half Dreams
Sun Dec  7 22:45:04 2014	102	Casiokids	Elefantenes Hemmelige Gravplass	Aabenbaringen Over Aaskammen
Sun Dec  7 22:49:28 2014	98	Hot Chip	Always Been Your Love	In Our Heads
Sun Dec  7 22:54:26 2014	101	Stereolab	Fractal Dream Of A Thing	Chemical Chords
Sun Dec  7 22:57:51 2014	101	Lcd Soundsystem	Sound Of Silver	Sound Of Silver
Sun Dec  7 23:04:40 2014	104	Her Space Holiday	Wrapped In Plastic	Let's Get Quiet Vol. 2 [EP]
Sun Dec  7 23:08:07 2014	105	Big Pink	Give It Up	Future This
Sun Dec  7 23:12:39 2014	110	Lights	Timing Is Everything	Siberia
Sun Dec  7 23:15:52 2014	112	Phantogram	Let Me Go	Eyelid Movies
Sun Dec  7 23:20:08 2014	116	Pretty Lights	My Only Hope	A Color Map of the Sun
Sun Dec  7 23:25:00 2014	114	Cale Parks	Long Looks	Joan of Arc Presents Don't Mind Control
Sun Dec  7 23:28:21 2014	114	My First Earthquake	Clean Clean	Downstairs
Sun Dec  7 23:31:00 2014	110	Fol Chen	No Wedding Cake	Part I: John Shade, Your Fortune's Made
Sun Dec  7 23:34:26 2014	114	Chromeo	Hard To Say No	White Women
Sun Dec  7 23:38:06 2014	117	Big History	Wolf Blood	All At Once
Sun Dec  7 23:42:41 2014	119	Pretty Good Dance Moves	Sample Your Body (Ft. Agenlina	Pretty Good Dance Moves
Sun Dec  7 23:45:52 2014	122	School Of Seven Bells	Prince Of Peace	Alpinisms
Sun Dec  7 23:48:53 2014	126	Poolside	Kiss You Forever	Pacific Standard Time
Sun Dec  7 23:54:19 2014	126	Octopus Project	The Way Things Go	Identification Parade
Mon Dec  8 00:01:20 2014	123	Passion Pit	Cry Like A Ghost	Gossamer
Mon Dec  8 00:05:21 2014	126	Starfucker	Quality Time	Reptilians
Mon Dec  8 00:08:07 2014	124	Fur Trade	Don't Get Heavy	Don't Get Heavy
Mon Dec  8 00:11:17 2014	131	Deadmau 5	1981 (Jerome Robins Nu-Disko Mix)	At Play
Mon Dec  8 00:17:39 2014	133	Afrobeta	Jealousy	Under The Streets
Mon Dec  8 00:21:41 2014	131	Rene Lopez	Shing-A-Ling Is What I Bring	E.L.S.
Mon Dec  8 00:24:39 2014	132	Ember FX	Attention	Lights & Action
Mon Dec  8 00:28:51 2014	137	Architecture In Helsinki, Yacht	Do The Whirlwind (Yacht Remix)	Our Friends In Hell - Remixes By YACHT
Mon Dec  8 00:33:32 2014	136	Peter Bjorn & John	Young Folks (Punks Jump Up 'Special Disco' Mix)	Writer's Block
Mon Dec  8 00:37:56 2014	139	Suuns	Arena	Zeroes QC
Mon Dec  8 00:43:07 2014	143	Black Ghosts	Repetition Kills You (Rac Remix)	Black Ghosts
Mon Dec  8 00:46:20 2014	147	MGMT	Electric Feel	Oracular Spectacular
Mon Dec  8 00:49:57 2014	148	El Perro Del Mar	Let Me In	Love Is Not Pop
Mon Dec  8 00:52:52 2014	151	Imperial Teen	Runaway	Feel The Sound
Mon Dec  8 00:56:21 2014	156	Tog	Luftslott	Feiring
Mon Dec  8 00:59:49 2014	151	Discovery	Can You Discover?	LP
Mon Dec  8 01:02:01 2014	152	Gemini Club	By Surprise	By Surprise
Mon Dec  8 01:05:52 2014	156	Maus Haus	Reaction	Lark Marvels
Mon Dec  8 01:08:44 2014	160	Pompeya	Slow	Tropical
Mon Dec  8 01:14:08 2014	158	Raveonettes	Suicide	In And Out Of Control
Mon Dec  8 01:17:00 2014	158	Sbtrkt	Pharaohs (Feat. Roses Gabor)	Sbtrkt
Mon Dec  8 01:20:35 2014	160	Hey Willpower	Heart It Races	P.D.A.
Mon Dec  8 01:23:46 2014	158	Deastro	The Shaded Forests	Keeper's
Mon Dec  8 01:26:59 2014	164	Cut Copy	Blink And You'll Miss A Revolu	Zonoscope
Mon Dec  8 01:31:10 2014	161	Anderson	Lewis In A Bulletproof Vest	It Runs In The Family
Mon Dec  8 01:35:26 2014	160	Ratatat	Party With Children	LP4
Mon Dec  8 01:38:12 2014	162	All Good Funk Alliance	I Don't Care If It's Your Birthday	Jacks of All Trades
Mon Dec  8 01:42:41 2014	162	Stars	The Theory of Relativity	The North
Mon Dec  8 01:47:21 2014	161	Miike Snow	Black & Blue	Miike Snow
Mon Dec  8 01:51:33 2014	158	Lehtmojoe	Touch The Sky	Aisle 7
Mon Dec  8 01:54:10 2014	163	Am & Shawn Lee	Promises Are Never Far From Lies	Celestial Electric
Mon Dec  8 01:57:23 2014	161	Totally Enormous Extinct Dinosaurs	Trouble (Radio Edit)	Trouble
Mon Dec  8 02:00:50 2014	162	Junior Senior	Dance, Chance, Romance (Album	The Wedding Collection
Mon Dec  8 02:04:28 2014	168	Tensnake	No Colour	Glow
Mon Dec  8 02:07:35 2014	172	Her Space Holiday	Osaf	Let's Get Quiet Vol. 2 [EP]
Mon Dec  8 02:11:39 2014	176	Dirty Projectors	Retinal Heal	Grown Zone/Groan Zone
Mon Dec  8 02:13:04 2014	170	Phenomenal Handclap Band	Form And Control	Form And Control
Mon Dec  8 02:17:16 2014	173	Presets	Girl (You Chew My Mind Up)	Beams
Mon Dec  8 02:20:18 2014	166	Chairlift	Wrong Opinion	Something
Mon Dec  8 02:25:36 2014	163	Datarock	Passive Aggressive	Catcher in the Rye EP
Mon Dec  8 02:28:54 2014	162	Solid Gold	Synchronize	Synchronize
Mon Dec  8 02:32:41 2014	162	Washed Out	Don't Give Up	Paracosm
Mon Dec  8 02:36:08 2014	158	Ladyhawke	Professional Suicide	Ladyhawke
Mon Dec  8 02:39:48 2014	162	Lcd Soundsystem	Get Innocuous!	Sound of Silver [Vinyl]
Mon Dec  8 02:46:49 2014	160	Small Black	Crisp 100s	New Chain
Mon Dec  8 02:50:39 2014	163	Lo-fi-fnk	Unighted	(...And The JFG?)
Mon Dec  8 02:54:20 2014	169	Mew	Beach	No More Stories...
Mon Dec  8 02:57:15 2014	166	Lettie	Never Want To Be Alone	Good Fortune, Bad Weather
Mon Dec  8 03:00:33 2014	169	Sebastian	Love In Motion [Feat Mayer Hawthorne]	Total
Mon Dec  8 03:03:30 2014	169	Neon Indian	Sleep Paralysist	Green Label Sound
Mon Dec  8 03:07:55 2014	174	Blind Man's Colour	Sleeping Habits	Season Dreaming
Mon Dec  8 03:13:53 2014	166	Chad Valley	Now That I'm Real (How Does It Feel)	Equatorial Ultravox
Mon Dec  8 03:17:26 2014	171	Geographer	Verona	Animal Shapes
Mon Dec  8 03:22:17 2014	172	Com Truise	Declination (feat. Joel Ford)	Wave 1
Mon Dec  8 03:26:59 2014	176	Tog	Maridalen	Feiring
Mon Dec  8 03:32:41 2014	170	Rubin Steiner	Take Your Time	Weird Hits, Two Covers & A Love Song
Mon Dec  8 03:37:05 2014	174	Devo	Fresh	Something For Everybody (Blue-Colored Vinyl w/Bonus CD)
Mon Dec  8 03:39:53 2014	175	Submarines	Thorny Thicket	Honeysuckle Weeks
Mon Dec  8 03:43:32 2014	176	Ember FX	Fly	Lights & Action
Mon Dec  8 03:48:07 2014	187	Passion Pit	Sleepyhead (Wallpaper. Dio Remix)	Manners
Mon Dec  8 03:51:39 2014	181	Ledge	Precious Town	This is Ledge
Mon Dec  8 03:54:25 2014	181	Brite Futures	Baby Rain	Dark Past
Mon Dec  8 03:57:58 2014	181	Chromeo	I Can't Tell You Why	DJ Kicks The Exclusives
Mon Dec  8 04:02:01 2014	177	Charlotte Gainsbourg	Terrible Angels	Stage Whisper
Mon Dec  8 04:05:58 2014	179	Young & Sick	Glass	Glass
Mon Dec  8 04:08:48 2014	179	Yacht	Love In The Dark	Shangri-La
Mon Dec  8 04:13:11 2014	185	Sally Shapiro	Skating In The Moonshine	Disco Romance
Mon Dec  8 04:19:05 2014	185	Neon Trees	Sins Of My Youth	Habits
Mon Dec  8 04:22:27 2014	188	Millionyoung	Sunndreamm	Sunndreamm EP
Mon Dec  8 04:26:49 2014	184	Dirty Vegas	Changes	Electric Love (Instrumentals)
Mon Dec  8 04:30:21 2014	187	Ratatat	Nostrand	Classics
Mon Dec  8 04:33:29 2014	190	Treasure Fingers	Cross The Dancefloor (Chromeo	Scion CD Sampler, Volume 22: Fool's Gold Remixed (Compilation)
Mon Dec  8 04:37:35 2014	185	Afrobeta	Love Is Magic (Casa Onda Remix)	Wig Party
Mon Dec  8 04:41:12 2014	186	Crystal Castles	Vietnam	Crystal Castles (II)
Mon Dec  8 04:46:07 2014	189	Uffie	ADD SUV (Ft. Pharell Williams)	Sex Dreams and Denim Jeans
Mon Dec  8 04:49:22 2014	184	City Light	Paranoid Kid	Memory Guide
Mon Dec  8 04:52:28 2014	189	Blackbird Blackbird	Rare Candy	Tangerine Sky
Mon Dec  8 04:55:50 2014	191	Space March	Get What You Deserve	Monumental
Mon Dec  8 04:59:09 2014	188	Stereolab	Self Portrait With `Electric Brain`	Chemical Chords
Mon Dec  8 05:02:04 2014	191	Calvin Harris	Electro Man	I Created Disco
Mon Dec  8 05:07:01 2014	193	Wallpaper.	Gettin Drip	Doodoo Face
Mon Dec  8 05:10:39 2014	189	Ruby Suns	Dusty Fruit	Fight Softly
Mon Dec  8 05:14:08 2014	189	Lcd Soundsystem	Us V Them	Sound Of Silver
Mon Dec  8 05:22:38 2014	193	Vampire Weekend	The Kids Don't Stand A Chance (Chromeo Mix)	The Kids Don't Stand A Chance (Single)
Mon Dec  8 05:27:06 2014	197	Slow Magic	Corvette Cassette	Triangle
Mon Dec  8 05:30:26 2014	199	Big History	Wardrum	All At Once
Mon Dec  8 05:35:06 2014	201	Michna	Triple Chrome Dipped	Ghostly Swim
Mon Dec  8 05:38:25 2014	202	Big Pink	The Palace	Future This
Mon Dec  8 05:42:25 2014	206	Black Gold	Idols	Rush
Mon Dec  8 05:46:31 2014	208	Caribou	Leave House	Swim (2 LP) [Vinyl]
Mon Dec  8 05:51:39 2014	209	U.S.E	We The People	L O V E W O R L D RFI Ref v.1 Master
Mon Dec  8 05:56:24 2014	201	My Tiger My Timing	I Am The Sound	Kitsune Maison Compilation 8
Mon Dec  8 06:00:31 2014	208	Daft Punk	Voyager	Discovery
Mon Dec  8 06:04:17 2014	209	Michoacan	Disco Sucks So Good (Dubka Remix)	Disco Sucks So Good
Mon Dec  8 06:11:15 2014	221	New Young Pony Club	Get Lucky	Fantastic Playroom
Mon Dec  8 06:14:50 2014	216	Blue Scholars	Tako	OOF!
Mon Dec  8 06:18:21 2014	211	AlunaGeorge	You Know You Like It	Body Music
Mon Dec  8 06:21:33 2014	213	Edit Murphy	Beverly Thrills	Brooklyn Nights
Mon Dec  8 06:27:33 2014	216	Friendly Fires	I'm Good, I'm Gone (Lykke Li Cover)	Paris + More
Mon Dec  8 06:30:08 2014	215	Miike Snow	Paddling Out	Happy to You
Mon Dec  8 06:33:36 2014	214	Flamingo Star	Sooner Or Later	Nothing Sweeta
Mon Dec  8 06:37:34 2014	216	My Robot Friend	Robot High School	Soft-Core
Mon Dec  8 06:40:27 2014	218	Sally Shapiro	Anorak Christmas	Disco Romance
Mon Dec  8 06:44:39 2014	217	Mstrkrft	It Ain't Love (Feat. Lil' Mo)	Fist of God
Mon Dec  8 06:48:21 2014	211	Sugar & Gold	It's All Over You	Get Wet!
Mon Dec  8 06:51:21 2014	205	Heartsrevolution	KISS	Heartsrevolution LP
Mon Dec  8 06:54:27 2014	209	Peter Bjorn & John	Amsterdam	Writer's Block
Mon Dec  8 06:57:53 2014	211	Tim Exile	Family Galaxy	Listening Tree [Vinyl]
Mon Dec  8 07:02:53 2014	211	Chromeo	Don't Turn The Lights On	Business Casual
Mon Dec  8 07:07:21 2014	208	Groove Armada	Chicago	The Best Of
Mon Dec  8 07:14:31 2014	218	Octopus Project	Wet Gold	Wet Gold / Moon Boil EP (mastered)
Mon Dec  8 07:17:15 2014	215	Am & Shawn Lee	Different Forces	Celestial Electric
Mon Dec  8 07:20:30 2014	213	Lights	Where The Fence Is Low	Siberia
Mon Dec  8 07:23:51 2014	216	Justice	D.A.N.C.E. (Mstrkrft Remix)	A Cross The Universe (CD/DVD)
Mon Dec  8 07:28:23 2014	215	Rapture	Children	In The Grace Of Your Love
Mon Dec  8 07:32:22 2014	212	Tic Tic Boom	The Open	Reasons & Rhymes
Mon Dec  8 07:35:22 2014	218	Glass	Four Four Letter	At Swim Two Birds
Mon Dec  8 07:40:53 2014	223	C.L.A.W.S.	Claws Theme [Edit]	Let's Lazertag Sometime (Compilation)
Mon Dec  8 07:44:45 2014	219	Phenomenal Handclap Band	15 To 20 (Skull Juice Remix)	The Phenomenal Handclap Band
Mon Dec  8 07:51:21 2014	220	Tog	Nar me vakne opp imara	Feiring
Mon Dec  8 07:55:19 2014	214	Afrobeta	Love Fur Life	Under The Streets
Mon Dec  8 07:58:47 2014	225	Gus Gus	Starlovers	This Is Normal
Mon Dec  8 08:03:20 2014	228	Black Ghosts	I Don't Know	The Black Ghosts
Mon Dec  8 08:06:20 2014	222	Yacht	Make It Hot (Over Remix)	n/a
Mon Dec  8 08:09:08 2014	227	Deerhunter	Revival	Halcyon Digest
Mon Dec  8 08:11:19 2014	227	Kraak & Smaak Feat. Sam Duckworth	Good for the City	Good for the City
Mon Dec  8 08:16:18 2014	234	Sound Of Arrows	M.A.G.I.C.	M.A.G.I.C.
Mon Dec  8 08:19:33 2014	230	Annie	Don't Stop	Don't Stop (v.2)
Mon Dec  8 08:23:35 2014	227	Passion Pit	To Kingdom Come	Manners
Mon Dec  8 08:27:28 2014	223	Bag Raiders	Shooting Stars	Bag Raiders
Mon Dec  8 08:31:25 2014	225	Fm Belfast	Underwear	How To Make Friends
Mon Dec  8 08:34:25 2014	224	Flaming Lips	Yoshimi Battles The Pink Robot Part 1	n/a
Mon Dec  8 08:39:11 2014	229	Cold Cave	Life Magazine	Love Comes Close
Mon Dec  8 08:42:11 2014	232	La Roux	Reflections Are Protection	La Roux
Mon Dec  8 08:46:20 2014	235	Geographer	Original Sin	Animal Shapes
Mon Dec  8 08:50:59 2014	237	Blow	Come On Petunia	Poor Aim: Love Songs
Mon Dec  8 08:54:40 2014	233	Yelle	Ce Jeu	Pop-Up
Mon Dec  8 08:58:22 2014	231	Cale Parks	Eyes Won't Shut	To Swift Mars
Mon Dec  8 09:03:45 2014	224	AlunaGeorge	Bad Idea	Body Music
Mon Dec  8 09:07:01 2014	225	Ratatat	Bob Gandhi	LP 4
Mon Dec  8 09:11:01 2014	220	Seyybastien Tellier	Kilometer (Aeroplane Mix)	n/a
Mon Dec  8 09:15:51 2014	222	Bird & The Bee	Birthday	Ray Guns Are Not Just The Future
Mon Dec  8 09:19:35 2014	213	Silver Swans	Karen	Forever
Mon Dec  8 09:24:46 2014	227	Lo-fi-fnk	Music Owns Our Body	(...And The JFG?)
Mon Dec  8 09:27:57 2014	222	Casiokids	Dresinen	Aabenbaringen Over Aaskammen
Mon Dec  8 09:31:56 2014	227	Eliot Lipp	Sneakin' (Baby Prt 1)	Shark Wolf Rabbit Snake
Mon Dec  8 09:34:44 2014	222	Phoenix	Drakkar Noir	Bankrupt!
Mon Dec  8 09:38:11 2014	221	Grimes	Visiting Statue	Visions
Mon Dec  8 09:39:56 2014	217	Blackbird Blackbird	Feel It In My Bones	Tangerine Sky
Mon Dec  8 09:43:43 2014	222	Chairlift	Bruises	Does You Inspire You
Mon Dec  8 09:47:35 2014	219	Discovery	So Insane	LP
Mon Dec  8 09:50:45 2014	216	Pretty Lights	Easy Way Out	Making Up A Changing Mind
Mon Dec  8 09:56:26 2014	220	Beacon	Feeling's Gone (Extended Version)	The Ways We Separate
Mon Dec  8 10:01:22 2014	223	Sounds	My Lover	Crossing The Rubicon
Mon Dec  8 10:05:33 2014	214	Malbec	Something Wicked This Way Comes	The Answering Machine
Mon Dec  8 10:08:54 2014	217	Lcd Soundsystem	Watch The Tapes	Sound Of Silver
Mon Dec  8 10:12:44 2014	213	Tim Exile	Don't Think We're One	Listening Tree [Vinyl]
Mon Dec  8 10:17:33 2014	204	Au Revoir Simone	Another Likely Story	Still Night, Still Light
Mon Dec  8 10:21:57 2014	211	Delphic	This Momentary	Kitsune Maison Compilation 8
Mon Dec  8 10:25:42 2014	213	Miike Snow	Animal (Peter Bjorn And John Remix)	Miike Snow
Mon Dec  8 10:29:40 2014	212	Desire	Mirroir Mirroir	II
Mon Dec  8 10:34:52 2014	210	Klaxons	Gravitys Rainbow (Van She Remix)	Xan Valleys EP
Mon Dec  8 10:40:11 2014	205	Live At Kalibou Beach	Waterfall Action	brilliant eyes
Mon Dec  8 10:42:51 2014	208	Phenomenal Handclap Band	Following	Form And Control
Mon Dec  8 10:46:40 2014	208	Justice	D.A.N.C.E.	Cross
Mon Dec  8 10:50:34 2014	212	Gold Panda	Vanilla Minus	Lucky Shiner
Mon Dec  8 10:54:33 2014	209	dBridge	So Lonely (Morgan Zarate Remix)	Hed Kandi: Winter Chill
Mon Dec  8 10:58:32 2014	211	Tog	Milevis ifra deg	Feiring
Mon Dec  8 11:02:59 2014	207	TYTHE	Careless Woman	& Also With You
Mon Dec  8 11:08:09 2014	215	Mgmt	Future Reflections	Oracular Spectacular
Mon Dec  8 11:11:57 2014	214	Big Pink	Jump Music	Future This
Mon Dec  8 11:16:29 2014	211	M83	Kim & Jessie	Saturdays = Youth
Mon Dec  8 11:21:41 2014	217	Blow	Bonjour Jeune Fille	Paper Television
Mon Dec  8 11:24:28 2014	212	Lehtmojoe	Crash	Aisle 7
Mon Dec  8 11:27:58 2014	209	Justice Vs Simian	We Are Your Friends / Never Be Alone Again	n/a
Mon Dec  8 11:32:27 2014	215	Panamah	Born Af Natten (Miaoux Miaoux Remix)	Sound of Copenhagen Vol. 11
Mon Dec  8 11:37:42 2014	208	Friendly Fires	In The Hospital	Friendly Fires
Mon Dec  8 11:41:29 2014	208	AlunaGeorge	Kaleidoscope Love	Body Music
Mon Dec  8 11:45:10 2014	209	Coppe	Day By Day	Artificial Insemination
Mon Dec  8 11:49:23 2014	211	Alka	Subset Sixteen	Building A Better Robot - vol.1
Mon Dec  8 11:54:59 2014	213	Nite Haus	Shy Girl	Transform The Night
Mon Dec  8 11:59:51 2014	223	Amanda Blank	Shame On Me	I Love You
Mon Dec  8 12:03:42 2014	223	Blip Blip Bleep	Ctrl-Alt-Del	n/a
Mon Dec  8 12:08:35 2014	226	Chromeo	Somethingood	White Women
Mon Dec  8 12:14:55 2014	225	Body Language	Well Absolutely	Grammar
Mon Dec  8 12:18:44 2014	219	Tensnake	Love Sublime	Glow
Mon Dec  8 12:22:10 2014	223	Mr Oizo	Patrick 122	Transexual EP
Mon Dec  8 12:27:10 2014	213	Natalie Portman's Shaved Head	Mouth Full Of Bones	Glistening Pleasure
Mon Dec  8 12:30:51 2014	215	Ian Fays	The Woo Woo Song (Remix)	The Ian Fays
Mon Dec  8 12:32:49 2014	212	Blackbird Blackbird	Feel It In My Bones (Instrumental)	Tangerine Sky
Mon Dec  8 12:36:33 2014	211	(!!! Chk Chik Chick)	The Most Certain Sure	Strange Weather, Isn't It?
