Wed Jan  1 00:01:17 2014	198	B.b. King	Auld Lang Syne	A Christmas Celebration Of Hope
Fri Jan  3 08:41:32 2014	219	Kay Starr	The Man With The Bag [Thunderball Remix]	Merry Mixmas
Fri Jan  3 08:44:53 2014	217	Eddie Dunstedter	I Saw Mommy Kissing Santa Clause, Jingle Bells Bossa Nova	Ultra-Lounge: Christmas Cocktails, Part One
Fri Jan  3 08:49:29 2014	217	Found Sound Orchestra	Four Xmas	Christmas Midgets
Fri Jan  3 08:52:51 2014	212	Jack Jones	Mistletoe And Holly	Swingin' Christmas
Fri Jan  3 08:54:34 2014	211	Jimmy Mcgriff	Santa Claus Is Coming To Town, White Christmas	Ultra-Lounge: Christmas Cocktails, Part One
Fri Jan  3 09:01:11 2014	213	Madison Park	Winter Wonderland (Vocal Mix)	The Mistletoe Lounge
Fri Jan  3 09:04:55 2014	207	Space Gang	O Come, All Ye Faithful	Christmas Chill Out
Fri Jan  3 09:07:50 2014	208	Amazonics	Winter Wonderland	Christmas Chill Out
Fri Jan  3 09:10:20 2014	213	Inverse Cinematics	The First Noel	The Reindeer Room: A Christmas Chillout
Fri Jan  3 09:15:52 2014	210	Oscar Peterson	God Rest Ye Merry Gentlemen	All I Want for Christmas is Jazz
Fri Jan  3 09:19:17 2014	209	Bing Crosby (Kaskade Remix)	White Christmas	Christmas Remixed 2
Fri Jan  3 09:22:39 2014	217	Tex Beneke	Sleigh Ride	Swingin' Christmas
Fri Jan  3 09:25:37 2014	215	Billy Paul Williams Featuring Nicole Henry	Santa Claus Is Coming To Town	Reindeer Room Volume II - A Christmas Chillout
Fri Jan  3 09:29:48 2014	215	Nacho Marco	Blizzard	hOMe For The Holidays Volume Two
Fri Jan  3 09:33:17 2014	218	Aaron Charles	Little Drummer Boy	The Reindeer Room: A Christmas Chillout
Fri Jan  3 09:40:51 2014	215	Dean Martin	A Winter Romance	Christmas With Dino
Fri Jan  3 09:43:43 2014	219	Kaskade	Still Still Still	hOMe For The Holidays
Fri Jan  3 09:47:45 2014	219	Late Night Alumni	Songs Of The Morning	hOMe For The Holidays
Fri Jan  3 09:52:07 2014	214	Softies	Holiday In Rhode Island	Holiday In Rhode Island
Fri Jan  3 09:53:50 2014	215	Les Brown	Let It Snow, Let It Snow, Let It Snow	Swingin' Christmas
Fri Jan  3 09:56:24 2014	218	Cortex Cure	I Wonder As I Wander	Reindeer Room Volume II - A Christmas Chillout
Fri Jan  3 10:01:16 2014	227	Frank Sinatra	The Christmas Waltz	Christmas With The Rat Pack
Fri Jan  3 10:04:08 2014	228	Ronnie Aldridge	Sleigh Ride	A Bachelor Pad Christmas
Fri Jan  3 10:06:35 2014	221	Carmen Mc Rae & Sammy Davis Jr.	Baby, It's Cold Outside	Ultra-Lounge: Christmas Cocktails, Part 3
Fri Jan  3 10:09:43 2014	216	Bob Atcher, Dinning Sisters	Christmas Island	Ultra-Lounge: Christmas Cocktails 2
Fri Jan  3 10:12:09 2014	216	Herb Alpert	Las Mananitas	Herb Alpert & The Tijuana Brass Christmas Album
Fri Jan  3 10:14:55 2014	214	Cssr State Philharmonic (Patrick Krouchian Remix)	Good King Wenceslas	Christmas Remixed 2
Fri Jan  3 10:20:22 2014	214	Ferrante And Teicher & Les Baxter	Sleigh Ride, Santa Claus' Party	Ultra-Lounge: Christmas Cocktails 2
Fri Jan  3 10:24:35 2014	208	Al Martino	Rudolph, The Red-Nosed Reindeer	Ultra Lounge: Christmas Cocktails Part 3
Fri Jan  3 10:27:26 2014	212	Durbin Elf	Carol Of The Bells	The Reindeer Room: A Christmas Chillout
Fri Jan  3 10:31:25 2014	210	King Kooba	O Christmas Tree	hOMe For The Holidays
Fri Jan  3 10:36:19 2014	212	Lena Horn	Let It Snow Let It Snow Let It Snow [Suedo Jazz Remix]	Merry Mixmas
Fri Jan  3 10:39:08 2014	213	Fever Audio	Lil' Drummer Boy [Big Drummer Man Remix]	Holiday Remixed: Reworked Classics And Originals From The Mistletoe Lounge
Fri Jan  3 10:44:35 2014	210	Tony Bennett	My Favourite Things	Platinum Christmas 3
Fri Jan  3 10:47:37 2014	202	Kay Starr	(Everybody's Waiting' For) The Man In The Bag	Ultra-Lounge: Christmas Cocktails, Part One
Fri Jan  3 10:50:14 2014	204	Pleasant Grove Minstrels	What Child Is This	hOMe For The Holidays
Fri Jan  3 10:54:08 2014	205	Arthur Lyman	The Little Drummer Boy	With A Christmas Vibe
Fri Jan  3 10:56:26 2014	211	Tonal With Louis Armstrong	'Zat You Santa Claus	Holiday Chill
Fri Jan  3 10:59:07 2014	206	Electric Tabernacle Symphony	Dreaming Of Santa	hOMe For The Holidays Volume Two
Fri Jan  3 11:02:34 2014	208	Natascha	Silent Night	Christmas Chill Out
Fri Jan  3 11:05:56 2014	208	Tetsumi Nagaka	Feliz Navidad	The Reindeer Room: A Christmas Chillout
Fri Jan  3 11:10:23 2014	205	Eartha Kitt	Santa Baby [Alexkid & Dj Sleep Remix]	Merry Mixmas
Fri Jan  3 11:13:55 2014	206	Marlena Shaw	Have Yourself A Merry Little Christmas	A Concord Jazz Christmas 2
Fri Jan  3 11:18:08 2014	203	June Christy	The Merriest	Ultra-Lounge: Christmas Cocktails 2
Fri Jan  3 11:20:09 2014	197	Julie London	I'd Like You For Christmas	Ultra-Lounge: Christmas Cocktails, Part One
Fri Jan  3 11:22:45 2014	207	Trembling Blue Stars	Christmas & Train-Trips & Things	A Certain Evening Light
Fri Jan  3 11:25:44 2014	192	Red Connection	O' Tannenbaum [Oh, Dancing Tree Mix]	Holiday Remixed: Reworked classics and originals from the Mistletoe Lounge
Fri Jan  3 11:28:58 2014	196	Jack Jezzro Feat. Beegie Adair	Christmas Time Is Here (Feat.	n/a
Fri Jan  3 11:32:14 2014	190	Shirley Horn	Winter Wonderland	Verve Remixed Christmas
Fri Jan  3 11:36:41 2014	183	Jackie Gleason And Jack Marshall	I'll Be Home For Christmas, Baby It's Cold Outside	Ultra-Lounge: Christmas Cocktails, Part One
Fri Jan  3 11:40:59 2014	186	Sub Santa	Jingle Bells	The Reindeer Room: A Christmas Chillout
Fri Jan  3 11:45:46 2014	180	Various Artists	The Christmas Song	The Reindeer Room: A Christmas Chillout
Fri Jan  3 11:49:50 2014	180	Al Velilla	Jingle Beats	hOMe For The Holidays Volume Two
Fri Jan  3 11:54:12 2014	185	Oscar Peterson	Have Yourself A Merry Little C	An Oscar Peterson Christmas
Fri Jan  3 11:58:01 2014	185	Frank Sinatra	It Came Upon A Midnight Clear	Christmas With The Rat Pack
Fri Jan  3 12:00:49 2014	189	Jack Jezzro And Friends	Santa Claus Is Coming To Town	Bossa Nova Christmas
Fri Jan  3 12:04:21 2014	187	Capitol Studio Orchestra	Cha-Cha All The Way	Ultra-Lounge: Christmas Cocktails, Part One
Fri Jan  3 12:06:32 2014	185	Found Sound Orchestra	Sleighing Bells	Christmas Midgets
Fri Jan  3 12:09:50 2014	180	Edmundo Ros	My Favorite Things	Hollywood Cha Cha Cha/Broadway Goes Latin
Fri Jan  3 12:11:49 2014	179	Mel Torme	The Christmas Song (Michael Kessler Open Fire Mix)	A Six Degrees Collection: Christmas Remixed
Fri Jan  3 12:15:26 2014	178	Cortex Cure	I Believe In Father Christmas	The Reindeer Room: A Christmas Chillout
Fri Jan  3 12:20:20 2014	175	Craig Taubman	Mi Ymaleil	The Reindeer Room: Finest Christmas Chillout - Not So Silent Night (Volume III)
Fri Jan  3 12:24:18 2014	178	GrooveOholics	O Come All Ye Faithful	The Mistletoe Lounge
Fri Jan  3 12:28:00 2014	179	Lionel Hampton Orchestra	Boogie Woogie Santa Claus	Swingin' Christmas
Fri Jan  3 12:30:41 2014	179	Vince Guaraldi Trio	Christmas Time Is Here (Vocal)	A Charlie Brown Christmas
Fri Jan  3 12:33:25 2014	183	Dean Martin	Baby, It's Cold Outside [Arp Remix]	Merry Mixmas
Fri Jan  3 12:37:26 2014	185	Martin Denny	Exotic Night	Ultra-Lounge: Christmas Cocktails 2
Fri Jan  3 12:39:38 2014	182	Myntee	Hard Candy Christmas	Reindeer Room Volume II - A Christmas Chillout
Fri Jan  3 12:44:21 2014	179	Jacky Terrasson	Adeste Fideles, Little Drumer Boy Jam	Yule Be Boppin'
Fri Jan  3 12:47:42 2014	177	Wayne Newton	Let It Snow Let It Snow Let It Snow	Ultra Lounge: Christmas Cocktails Part 3
Fri Jan  3 12:49:44 2014	175	11 Acorn Lane	Deck The Halls	Happy Holy Days
Fri Jan  3 12:52:08 2014	177	Al Caiola & Riz Ortolani	Holiday On Skis	Ultra-Lounge: Christmas Cocktails, Part One
Fri Jan  3 12:54:21 2014	173	Sunday People	Ask Yourself	Holiday Remixed: Reworked Classics And Originals From The Mistletoe Lounge
Fri Jan  3 12:59:42 2014	173	Nacho Marco	Adore	hOMe For The Holidays Volume Two
Fri Jan  3 13:03:35 2014	172	Ray Anthony	A Marshmallow World	Ultra Lounge: Christmas Cocktails Part 3
Fri Jan  3 13:06:21 2014	171	Al Di Meola	The First Noel	Winter Nights
Fri Jan  3 13:09:24 2014	168	Billy Paul Williams Featuring Nicole Henry	Good King Wenceslas	Reindeer Room Volume II - A Christmas Chillout
Fri Jan  3 13:14:58 2014	171	Moog Machine	Joy To The World	Christmas Becomes Electric
Fri Jan  3 13:15:57 2014	171	Kubris Blumen	We Three Kings	Reindeer Room Volume II - A Christmas Chillout
Fri Jan  3 13:21:09 2014	170	Vic Damone	It's A Marshmallow World	Swingin' Christmas
Fri Jan  3 13:23:16 2014	165	Bing Crosby	Winter Wonderland [Bent Remix]	Merry Mixmas
Fri Jan  3 13:26:09 2014	165	Nancy Wilson	What Are You Doing New Years Eve	Ultra-Lounge: Christmas Cocktails, Part One
Fri Jan  3 13:28:19 2014	160	Charlie Parker (King Kooba Remix)	White Christmas	Christmas Remixed 2
Fri Jan  3 13:32:18 2014	160	Tonal With Vic Damone	Silent Night	Holiday Chill
Fri Jan  3 13:33:52 2014	155	Bob Francis	That Swingin' Manger	Swingin' Christmas
Fri Jan  3 13:36:12 2014	157	Pink House	Have Yourself A Merry Little Christmas	Christmas Chill Out
Fri Jan  3 13:39:48 2014	159	Groovecatcher	O Come O Come Emmanuel	The Mistletoe Lounge
Fri Jan  3 13:44:46 2014	160	Jack Jones	Sleigh Ride	Swingin' Christmas
Fri Jan  3 13:47:30 2014	159	Marjorie Hughes	Little Jack Frost Get Lost	Wonderland: Cool December, A Warm And Fuzzy Winter
Fri Jan  3 13:50:10 2014	157	Rosemary Clooney (Mno Remix)	Have Yourself A Very Merry Christmas	Christmas Remixed 2
Fri Jan  3 13:54:11 2014	160	Zigo	God Rest Ye Merry Gentlemen	The Reindeer Room: A Christmas Chillout
Fri Jan  3 13:57:58 2014	155	Louis Armstrong & The Commanders	Cool Yule	Swingin' Christmas
Fri Jan  3 14:00:53 2014	154	Paul Mauriat And His Orchestra	Jingle Bells	The Christmas Album
Fri Jan  3 14:03:37 2014	160	Tex Beneke	A Root'n Toot'n Santa Claus	Swingin' Christmas
Fri Jan  3 14:06:28 2014	159	John Zorn	Christmas Time Is Here	A Dreamer's Christmas
Fri Jan  3 14:11:06 2014	160	George Winston	Carol Of The Bells	December: Anniversary Edition
Fri Jan  3 14:14:46 2014	156	Eddie Lockjaw Davis	Santa Claus Is Coming To Town	Swingin' Christmas
Fri Jan  3 14:16:58 2014	159	Michael Franks	Let It Snow!  Let It Snow!  Le	n/a
Fri Jan  3 14:21:10 2014	163	Peg La Centra	There's Frost On The Moon	The Complete Recordings 1934 -1937
Fri Jan  3 14:24:09 2014	159	Led Vs. Panaphonic	My Favorite Things	Reindeer Room Volume II - A Christmas Chillout
Fri Jan  3 14:29:20 2014	153	Eddie Dunstedter	Let It Snow, Rudolph, The Red-Nosed Reindeer	Ultra-Lounge: Christmas Cocktails 2
Fri Jan  3 14:34:17 2014	158	June Christy	The Merriest [Thunderball Mix]	Merry Mixmas
Fri Jan  3 14:37:35 2014	156	Dean Martin	White Christmas (Bonus Alternate Version)	Christmas With Dino
Fri Jan  3 14:40:21 2014	154	Louis Armstrong And Velma Middleton	Baby, It's Cold Outside (Mulato Beat Remix)	A Six Degrees Collection: Christmas Remixed
Fri Jan  3 14:44:26 2014	151	Rauder And Hobbs	Happy Christmas (War Is Over)	The Reindeer Room: A Christmas Chillout
Fri Jan  3 14:48:13 2014	149	Holluridge Strings	Jingle Bells, Jingle Bell Rock	Ultra-Lounge: Christmas Cocktails, Part One
Fri Jan  3 14:53:30 2014	150	Kay Starr	I've Got My Love To Keep Me Warm (Stuhr Remix)	A Six Degrees Collection: Christmas Remixed
Fri Jan  3 14:56:49 2014	147	Julie London	I'd Like You For Christmas [Ursula 1000 Remix]	Merry Mixmas
Fri Jan  3 15:00:33 2014	143	Jimmy Smith	The Christmas Song	Christmas '64
Fri Jan  3 15:04:58 2014	147	Source	Awaken	Holiday Remixed
Fri Jan  3 15:09:19 2014	145	Les Brown, Starlighters	I've Got My Love To Keep Me Warm, Jing-A-Ling	Ultra-Lounge: Christmas Cocktails 2
Fri Jan  3 15:14:28 2014	142	Urban Love	Let It Snow	Christmas Chill Out
Fri Jan  3 15:17:05 2014	144	Cathedral Brass	Joy To The World (Mocean Worker Remix)	A Six Degrees Collection: Christmas Remixed
Fri Jan  3 15:20:51 2014	143	Jon Kennedy	The Goose Is Getting Fat	Reindeer Room Volume II - A Christmas Chillout
Fri Jan  3 15:25:09 2014	142	Arthur Lyman	Winter Wonderland	With A Christmas Vibe
Fri Jan  3 15:27:13 2014	141	Spooky Monkey Featuring Harmony	She Won't Be Home	Reindeer Room Volume II - A Christmas Chillout
Fri Jan  3 15:31:41 2014	147	Love Colony Feat. Six	Christmas Is A Feeling In Your Heart	The Reindeer Room: A Christmas Chillout
Fri Jan  3 15:34:52 2014	144	Charles Brown (Ohmega Watts Remix)	I'll Be Home For Christmas	Christmas Remixed 2
Fri Jan  3 15:38:24 2014	142	Rithma	Pyscho Jingle Funk	hOMe For The Holidays
Fri Jan  3 15:43:11 2014	140	Groovy Waters	Little Drummer Boy	Christmas Chill Out
Fri Jan  3 15:46:19 2014	138	Herb Alpert	Jingle Bell Rock	Herb Alpert & The Tijuana Brass Christmas Album
Fri Jan  3 15:48:12 2014	140	Eden Atwood	Let It Snow, Let It Snow, Let it snow	A Concord Jazz Christmas
Fri Jan  3 15:52:19 2014	136	Tonal With Ella Fitzgerald	Frosty The Snowman	Holiday Chill
Fri Jan  3 15:54:32 2014	135	Jo Stafford	Winter Weather	Wonderland: Cool December, A Warm And Fuzzy Winter
Fri Jan  3 15:56:01 2014	134	Nat King Cole Trio	All I Want For Christmas (Is My Two Front Teeth)	Ultra-Lounge: Christmas Cocktails 2
Fri Jan  3 15:58:27 2014	134	Peggy Lee	I Like A Sleigh Ride (Jingle Bells)	Traditional Christmas Vol 2 - Silver Bells
Fri Jan  3 16:00:28 2014	137	Caiola & Ortolani, Jimmy Mc Griff	Sleigh Ride, Jingle Bells	Ultra-Lounge - Christmas Cocktails, Part Two
Fri Jan  3 16:06:33 2014	132	Shannon Curfman	Please Come Home For Christmas	Christmas Calling
Fri Jan  3 16:09:40 2014	131	Caribbean Jazz Project	Angels We Have Heard On High	Latin Jazz Christmas
Fri Jan  3 16:14:19 2014	126	Toni Braxton	It's The Most Wonderful Time Of The Year	40 Years: A Charlie Brown Christmas
Fri Jan  3 16:18:26 2014	125	Sunday People	The First Noel	The Mistletoe Lounge
Fri Jan  3 16:23:39 2014	124	Morgan, G & Christine	Jingle Bells	Christmas Chill Out
Fri Jan  3 16:27:23 2014	131	Charles Afton	Dance Of The Sugar Plum Fairy	Reindeer Room Volume II - A Christmas Chillout
Fri Jan  3 16:31:17 2014	128	Lenny B (Featuring David Verbist)	Feliz Navidad	The Mistletoe Lounge
Fri Jan  3 16:35:48 2014	128	J.A.C.E.	Angels We Have Heard	Mistletoe Lounge
Fri Jan  3 16:40:44 2014	121	Jack Jezzro Feat. Sam Levine	I Saw Mommy Kissing Santa Clau	Bossa Nova Christmas
Fri Jan  3 16:44:57 2014	120	Ella Fitzgerald	Let It Snow, Let It Snow, Let It Snow	Ella Wishes You a Swinging Christmas [Remastered]
Fri Jan  3 16:47:34 2014	119	Woody Phillips	Deck The Halls	A Toolbox Christmas
Fri Jan  3 16:49:35 2014	122	Kurt Elling	Cool Yule	Yule Be Boppin'
Fri Jan  3 16:53:14 2014	120	Craig Taubman	Maoz Tzur	The Reindeer Room: Finest Christmas Chillout - Not So Silent Night (Volume III)
Fri Jan  3 16:56:18 2014	119	Lou Rawls	Have Yourself A Merry Little Christmas [Away Team Reamix]	Christmas Is the Time
Fri Jan  3 17:00:15 2014	119	Perfect Project	Santa Baby	The Mistletoe Lounge
Fri Jan  3 17:03:22 2014	118	Billy Paul Williams	Ye Merry Gents	The Mistletoe Lounge
Fri Jan  3 17:07:28 2014	118	Neurobic (Featuring Janja Hvala)	Silent Night	The Mistletoe Lounge
Fri Jan  3 17:11:01 2014	117	Madison Park	Winter Wonderland (Vocal Mix)	The Mistletoe Lounge
Fri Jan  3 17:14:44 2014	118	David Rose	Medley Toyland, Silent Night, Oh Come All Ye Faithful	Christmas with the Royal Philharmonic Orchestra
Fri Jan  3 17:17:53 2014	117	Jimmy Mc Griff	I Saw Mommy Kissing Santa Claus	Ultra-Lounge / Christmas Cocktails Volume II
Fri Jan  3 17:24:31 2014	116	Dean Martin	Rudolph, The Red-Nosed Reindeer	Christmas With Dino
Fri Jan  3 17:26:43 2014	116	Ray Anthony	Christmas Kisses	Ultra-Lounge: Christmas Cocktails, Part One
Fri Jan  3 17:28:33 2014	118	Bryan Ogden	God Rest Ye Merry Gentlemen	Holiday Remixed
Fri Jan  3 17:32:50 2014	116	Amazonics	Winter Wonderland	Christmas Chill Out
Fri Jan  3 17:35:26 2014	116	Tonal With Bing Crosby	A Time To Be Jolly	Holiday Chill
Fri Jan  3 17:37:26 2014	116	Space Gang	Christmas (Baby, Please Come Home)	Christmas Chill Out
Fri Jan  3 17:41:01 2014	119	Esquivel	White Christmas	Swingin' Christmas
Fri Jan  3 17:42:45 2014	116	Manhattan Transfer	Snowfall	The Christmas Album
Fri Jan  3 17:48:09 2014	123	Frank Sinatra	Hark The Herald Angels Sing	Christmas With The Rat Pack
Fri Jan  3 17:50:27 2014	123	Billy Paul Williams Featuring Nicole Henry	Santa Claus Is Coming To Town	Reindeer Room Volume II - A Christmas Chillout
Fri Jan  3 17:54:42 2014	123	Arthur Lyman	O Holy Night	With A Christmas Vibe
Fri Jan  3 17:56:41 2014	124	Louis Armstrong & The All Stars	Christmas Night In Harlem	Swingin' Christmas
Fri Jan  3 17:59:16 2014	125	Rockapella	Like Christmas	Rockapella Christmas
Fri Jan  3 18:01:53 2014	126	Jack Johnson	Rudolph The Red Nosed Reindeer	Maybe This Christmas
Fri Jan  3 18:03:56 2014	128	J-Boogie	Under The Christmas Tree	hOMe For The Holidays
Fri Jan  3 18:08:11 2014	125	Patti Page (Rondo Brothers Remix)	Frosty The Snowman	Christmas Remixed 2
Fri Jan  3 18:12:07 2014	117	Jack Jezzro And Friends	Let It Snow! Let It Snow! Let	Bossa Nova Christmas
Fri Jan  3 18:15:37 2014	125	Colossus	Charlie Brown Cut Up	hOMe For The Holidays
Fri Jan  3 18:17:40 2014	126	Nat King Cole	Buon Natale (Means Merry Christmas To You)	Ultra Lounge: Christmas Cocktails Part 3
Fri Jan  3 18:19:15 2014	121	Les Brown & Band	I've Got My Love To Keep Me Warm [Psapp's Lady Remix]	Merry Mixmas
Fri Jan  3 18:22:10 2014	117	Vince Guaraldi Trio	Christmas Time Is Here	A Charlie Brown Christmas
Fri Jan  3 18:27:57 2014	114	Sixth Finger	The Christmas Song	Christmas Chill Out
Fri Jan  3 18:31:59 2014	114	Wayne Newton	Christmas Journey	Ultra-Lounge Christmas Cocktails Vol. 4
Fri Jan  3 18:34:24 2014	113	Les Brown	Let It Snow, Let It Snow, Let It Snow	Swingin' Christmas
Fri Jan  3 18:37:05 2014	113	Aaron Charles	Little Drummer Boy	The Reindeer Room: A Christmas Chillout
Fri Jan  3 18:44:42 2014	119	Stan Kenton	What Is A Santa Claus	Ultra-Lounge: Christmas Cocktails 2
Fri Jan  3 18:47:10 2014	111	Blitzen Trapper	Christmas Is Coming Soon	I'll Stay Til After Christmas
Fri Jan  3 18:50:08 2014	107	Julie London	Warm December	Ultra-Lounge: Christmas Cocktails 2
Fri Jan  3 18:51:56 2014	109	Lena Horn	Let It Snow Let It Snow Let It Snow [Suedo Jazz Remix]	Merry Mixmas
Fri Jan  3 18:54:42 2014	110	Phantom Planet	Carol Of The Bells	Christmas Calling
Fri Jan  3 18:56:36 2014	107	Carmen Mc Rae & Sammy Davis Jr.	Baby, It's Cold Outside	Ultra-Lounge: Christmas Cocktails, Part 3
Fri Jan  3 18:59:47 2014	107	Ferrante And Teicher & Les Baxter	Sleigh Ride, Santa Claus' Party	Ultra-Lounge: Christmas Cocktails 2
Fri Jan  3 19:04:09 2014	106	Mel Torme	The Christmas Song	Christmas Songs
Fri Jan  3 19:06:41 2014	107	Thorns	Silent Night	Crown Jewels
Fri Jan  3 19:09:05 2014	110	Pizarelli, John	What Are You Doing New Year's Eve	Wonderland: Cool December, A Warm And Fuzzy Winter
Fri Jan  3 19:13:14 2014	107	Lou Rawls	Christmas Is	Ultra-Lounge: Christmas Cocktails, Part One
Fri Jan  3 19:16:24 2014	109	Tonal With Doris Day	Toyland	Holiday Chill
Fri Jan  3 19:19:15 2014	103	Madison Park Vs. Lenny B	Winter Wonderland	holiday remixed: Reworked classics and originals from the Mistletoe Lounge
Fri Jan  3 19:23:17 2014	111	June Christy	Love Turns Winter To Spring	Wonderland: Cool December, A Warm And Fuzzy Winter
Fri Jan  3 19:26:36 2014	112	Space Gang	O Come, All Ye Faithful	Christmas Chill Out
Fri Jan  3 19:29:23 2014	112	Jack Jezzro Feat. Sam Levine	I Saw Mommy Kissing Santa Clau	Bossa Nova Christmas
Fri Jan  3 19:33:30 2014	109	Sub Santa	O Christmas Tree (O Tannenbaum)	Reindeer Room Volume II - A Christmas Chillout
Fri Jan  3 19:38:18 2014	110	Fever Audio	Lil' Drummer Boy [Big Drummer Man Remix]	Holiday Remixed: Reworked Classics And Originals From The Mistletoe Lounge
Fri Jan  3 19:43:43 2014	118	Jack Grassel	Sleigh Ride	All I Want for Christmas is Jazz
Fri Jan  3 19:49:31 2014	119	Dean Martin	Peace On Earth, Silent Night	Christmas With The Rat Pack
Fri Jan  3 19:52:56 2014	114	Rauder And Hobbs	Do You Hear What I Hear	Reindeer Room Volume II - A Christmas Chillout
Fri Jan  3 19:58:10 2014	116	Dj Trax	Have Yourself A Merry Little Christmas	Reindeer Room Volume II - A Christmas Chillout
Fri Jan  3 20:03:30 2014	110	Dj Style	Santa Claus Is Coming To Town	Christmas Chill Out
Fri Jan  3 20:05:51 2014	107	Found Sound Orchestra	Drum Roll Please	Christmas Midgets
Fri Jan  3 20:09:31 2014	106	Peggy Lee	White Christmas	Ultra Lounge: Christmas Cocktails Part 3
Fri Jan  3 20:11:33 2014	101	11 Acorn Lane	Jingle Bells	Happy Holy Days
Fri Jan  3 20:14:25 2014	103	Kaskade	Still Still Still	hOMe For The Holidays
Fri Jan  3 20:18:32 2014	102	Cortex Cure	I Wonder As I Wander	Reindeer Room Volume II - A Christmas Chillout
Fri Jan  3 20:23:22 2014	101	Al Di Meola	Greensleeves	Winter Nights
Fri Jan  3 20:25:57 2014	103	Herb Alpert	The Christmas Song	Herb Alpert & The Tijuana Brass Christmas Album
Fri Jan  3 20:29:29 2014	102	Jack Jezzro And Friends	O Christmas Tree	Bossa Nova Christmas
Fri Jan  3 20:33:18 2014	104	Jo Stafford	The Christmas Blues	Swingin' Christmas
Fri Jan  3 20:35:47 2014	106	J-Boogie	Dance Of The Snowflake	hOMe For The Holidays Volume Two
Fri Jan  3 20:41:14 2014	106	Craig Taubman	Mi Ymaleil	The Reindeer Room: Finest Christmas Chillout - Not So Silent Night (Volume III)
Fri Jan  3 20:44:45 2014	110	Hot Toddy	Hark The Herald Angels Sing	holiday remixed: Reworked classics and originals from the Mistletoe Lounge
Fri Jan  3 20:48:00 2014	110	Jacky Terrasson	Adeste Fideles, Little Drumer Boy Jam	Yule Be Boppin'
Fri Jan  3 20:51:23 2014	109	Al Velilla	Jingle Beats	hOMe For The Holidays Volume Two
Fri Jan  3 20:55:48 2014	108	Les Brown And His Band Of Renown	The Nutcracker Suite	Ultra-Lounge / Christmas Cocktails
Fri Jan  3 21:02:16 2014	106	Casey Nefey	Psyonics Night	hOme for the Holidays
Fri Jan  3 21:06:22 2014	103	Sunday People	Ask Yourself	Holiday Remixed: Reworked Classics And Originals From The Mistletoe Lounge
Fri Jan  3 21:11:37 2014	104	Vince Guaraldi Trio	Christmas Time Is Here (Vocal)	A Charlie Brown Christmas
Fri Jan  3 21:14:23 2014	102	Dr.M	Silent Night	The Reindeer Room: A Christmas Chillout
Fri Jan  3 21:19:26 2014	104	Louis Prima	Shake Hands With Santa	Swingin' Christmas
Fri Jan  3 21:21:48 2014	101	Kabanjak	Holy Night	n/a
Fri Jan  3 21:25:49 2014	100	Sutro Heights	Winter Wonderland	hOMe For The Holidays
Fri Jan  3 21:29:58 2014	97	Tetsui Nagaka	Faithful Ye Come	Reindeer Room Volume II - A Christmas Chillout
Fri Jan  3 21:33:37 2014	94	Sammy Davis Jr.	Christmas Time All Over The World	Christmas With The Rat Pack
Fri Jan  3 21:36:10 2014	97	Berlin Symphony Orchestra	The Nutcracker Suite (Baz Kuts Breaks Mix)	A Six Degrees Collection: Christmas Remixed
Fri Jan  3 21:40:12 2014	95	Ventures	Frosty The Snowman	The Ventures' Christmas Album
Fri Jan  3 21:42:09 2014	100	Red Connection	O' Tannenbaum [Oh, Dancing Tree Mix]	Holiday Remixed: Reworked classics and originals from the Mistletoe Lounge
Fri Jan  3 21:45:19 2014	99	Lionel Hampton Orchestra	Boogie Woogie Santa Claus	Swingin' Christmas
Fri Jan  3 21:48:00 2014	99	Lou Rawls	Have Yourself A Merry Little Christmas	Ultra Lounge: Christmas Cocktails Part 3
Fri Jan  3 21:51:33 2014	96	Frank Sinatra	The First Noel	Christmas With The Rat Pack
Fri Jan  3 21:54:11 2014	96	Pleasant Grove Minstrels	What Child Is This	hOMe For The Holidays
Fri Jan  3 21:57:58 2014	96	Billy Paul Williams Featuring Nicole Henry	The Holly And The Ivy	Reindeer Room Volume II - A Christmas Chillout
Fri Jan  3 22:03:16 2014	104	Pearl Bailey	Baby, It's Cold Outside	Wonderland: Cool December, A Warm And Fuzzy Winter
Fri Jan  3 22:06:10 2014	101	Berlin Symphony Orchestra (Red Baron Remix)	Dance Of The Sugar Plum Fairy	Christmas Remixed 2
Fri Jan  3 22:08:46 2014	103	Groovecatcher	O Come O Come Emmanuel	The Mistletoe Lounge
Fri Jan  3 22:13:53 2014	96	Ella Fitzgerald	Sleigh Ride [The Latin Project Remix]	Merry Mixmas
Fri Jan  3 22:17:50 2014	102	Arthur Lyman	Silver Bells	With A Christmas Vibe
Fri Jan  3 22:20:31 2014	99	Julie London	I'd Like You For Christmas	Ultra-Lounge: Christmas Cocktails, Part One
Fri Jan  3 22:23:00 2014	100	Charles Brown	Merry Christmas Baby (Mno Remix)	A Six Degrees Collection: Christmas Remixed
Fri Jan  3 22:27:49 2014	103	Herb Alpert	Las Mananitas	Herb Alpert & The Tijuana Brass Christmas Album
Fri Jan  3 22:30:38 2014	102	Lena Horne	Jingle All The Way	Ultra-Lounge: Christmas Cocktails 2
Fri Jan  3 22:33:00 2014	103	Love Colony Feat. Six	White Christmas	The Reindeer Room: A Christmas Chillout
Fri Jan  3 22:37:05 2014	104	Found Sound Orchestra	Four Xmas	Christmas Midgets
